	dataset_config: {'path': '/home/fr27/Documents/pyscript/wisdm/dataset/arff_files/phone/accel/all.csv', 'path_test': '/home/fr27/Documents/pyscript/wisdm/dataset/arff_files/phone/accel/all.csv', 'resize': None, 'pad': None, 'crop': None, 'normalize': None, 'class_order': None, 'extend_channel': None, 'flip': False}
CLASS_ORDER: [163, 214, 517, 396, 724, 684, 792, 585, 457, 146, 266, 376, 883, 663, 740, 725, 292, 129, 405, 279, 666, 422, 282, 209, 533, 341, 280, 239, 388, 836, 774, 560, 100, 383, 830, 76, 864, 271, 777, 637, 541, 738, 377, 557, 497, 181, 435, 37, 231, 887, 520, 136, 449, 275, 56, 166, 602, 826, 301, 356, 552, 570, 184, 543, 171, 820, 534, 317, 307, 216, 465, 451, 93, 603, 66, 742, 592, 367, 733, 650, 384, 313, 50, 398, 851, 22, 379, 482, 407, 20, 382, 54, 762, 364, 531, 223, 556, 655, 867, 70, 289, 784, 228, 434, 95, 809, 704, 164, 3, 247, 747, 395, 696, 392, 417, 528, 440, 35, 32, 483, 258, 594, 415, 713, 254, 105, 871, 27, 850, 219, 796, 418, 546, 104, 707, 813, 140, 611, 573, 421, 680, 876, 565, 702, 476, 754, 297, 135, 21, 257, 711, 511, 240, 718, 273, 708, 305, 642, 604, 64, 803, 18, 677, 62, 276, 606, 729, 812, 695, 834, 338, 16, 336, 428, 489, 699, 168, 778, 200, 244, 544, 631, 286, 147, 243, 634, 746, 119, 838, 877, 408, 484, 39, 880, 845, 537, 492, 14, 523, 553, 65, 316, 731, 397, 512, 53, 791, 683, 350, 4, 638, 211, 825, 59, 458, 848, 657, 500, 6, 25, 846, 475, 563, 856, 175, 579, 471, 290, 165, 818, 645, 423, 802, 295, 865, 185, 45, 674, 402, 786, 858, 709, 567, 94, 152, 198, 268, 558, 566, 222, 521, 672, 359, 13, 281, 420, 783, 236, 562, 177, 660, 854, 882, 161, 371, 1, 822, 461, 298, 766, 176, 347, 400, 9, 509, 329, 607, 712, 43, 884, 872, 485, 518, 679, 835, 180, 626, 499, 613, 629, 141, 776, 112, 374, 860, 210, 749, 324, 48, 460, 250, 381, 863, 536, 647, 264, 326, 775, 74, 515, 348, 450, 539, 633, 879, 299, 687, 478, 503, 380, 128, 357, 227, 548, 621, 215, 773, 410, 723, 217, 771, 743, 31, 751, 182, 251, 722, 310, 529, 38, 781, 857, 90, 468, 193, 255, 491, 385, 203, 810, 779, 61, 736, 133, 85, 859, 7, 283, 114, 173, 386, 447, 58, 425, 831, 47, 580, 241, 748, 126, 582, 727, 508, 87, 795, 765, 595, 355, 549, 77, 893, 314, 109, 267, 756, 819, 150, 269, 572, 753, 196, 83, 221, 68, 456, 454, 839, 601, 172, 577, 878, 424, 840, 321, 472, 259, 719, 199, 322, 593, 801, 498, 728, 248, 814, 178, 139, 808, 401, 143, 578, 632, 750, 399, 246, 132, 11, 862, 346, 97, 309, 514, 705, 636, 403, 389, 137, 617, 768, 72, 426, 591, 670, 614, 393, 739, 439, 624, 318, 609, 79, 225, 419, 758, 590, 488, 717, 368, 474, 237, 363, 459, 824, 81, 726, 816, 411, 319, 414, 890, 111, 194, 52, 230, 365, 351, 501, 30, 510, 881, 323, 2, 84, 622, 526, 874, 308, 448, 23, 532, 183, 121, 583, 88, 107, 525, 735, 170, 390, 432, 804, 187, 652, 669, 158, 344, 588, 235, 157, 694, 616, 334, 797, 201, 115, 574, 623, 156, 151, 294, 110, 130, 576, 737, 433, 524, 218, 159, 265, 832, 345, 91, 469, 413, 328, 387, 103, 852, 569, 12, 325, 767, 96, 360, 331, 42, 154, 685, 332, 78, 615, 798, 494, 191, 769, 866, 327, 162, 505, 337, 793, 654, 888, 205, 358, 160, 473, 369, 891, 658, 620, 464, 26, 667, 256, 535, 889, 844, 466, 763, 651, 80, 597, 366, 678, 843, 378, 404, 148, 206, 86, 673, 155, 800, 441, 75, 817, 277, 340, 564, 682, 586, 249, 760, 788, 213, 675, 252, 665, 827, 671, 262, 732, 120, 19, 127, 169, 106, 551, 681, 659, 453, 610, 885, 703, 849, 195, 502, 761, 370, 412, 869, 361, 63, 261, 232, 780, 799, 122, 847, 700, 596, 234, 487, 82, 853, 842, 530, 828, 153, 108, 117, 559, 444, 542, 29, 855, 287, 470, 362, 653, 571, 55, 668, 689, 134, 698, 443, 605, 584, 438, 149, 641, 648, 179, 303, 690, 639, 124, 811, 99, 618, 701, 233, 125, 406, 522, 635, 686, 349, 504, 208, 734, 693, 8, 190, 272, 192, 452, 598, 416, 861, 744, 442, 10, 430, 600, 870, 333, 138, 892, 339, 545, 554, 538, 17, 245, 625, 0, 197, 480, 644, 730, 697, 220, 815, 145, 330, 116, 646, 57, 507, 15, 875, 354, 477, 493, 284, 752, 587, 770, 113, 285, 293, 823, 71, 101, 167, 229, 436, 772, 226, 131, 437, 36, 28, 189, 270, 391, 207, 320, 649, 807, 741, 479, 868, 664, 757, 821, 794, 833, 263, 188, 841, 372, 212, 353, 5, 789, 790, 46, 612, 291, 806, 706, 375, 123, 640, 455, 41, 429, 496, 311, 278, 547, 352, 142, 89, 745, 688, 755, 73, 253, 174, 787, 721, 829, 568, 44, 589, 427, 627, 691, 204, 302, 599, 656, 782, 643, 710, 300, 60, 516, 661, 34, 714, 463, 296, 720, 692, 24, 490, 676, 40, 886, 33, 304, 561, 715, 409, 51, 315, 373, 274, 49, 486, 481, 446, 581, 67, 312, 527, 662, 102, 431, 202, 118, 608, 242, 764, 550, 467, 224, 343, 445, 238, 837, 495, 513, 519, 873, 716, 805, 555, 342, 628, 260, 306, 92, 69, 619, 394, 98, 785, 288, 540, 186, 144, 630, 575, 759, 506, 462, 335]
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=91, out_features=1000, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList()
)
======

************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  0.9s | Train: skip eval | Valid: time=  0.3s loss=3.575, TAw acc=  0.8% | *
| Epoch  55, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=3.071, TAw acc= 31.6% | *
| Epoch  56, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=3.063, TAw acc= 33.8% | *
| Epoch  57, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=3.055, TAw acc= 34.6% | *
| Epoch  58, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=3.046, TAw acc= 34.6% | *
| Epoch  59, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=3.038, TAw acc= 34.6% | *
| Epoch  60, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=3.030, TAw acc= 34.6% | *
| Epoch  61, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=3.022, TAw acc= 35.3% | *
| Epoch  62, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=3.014, TAw acc= 36.8% | *
| Epoch  63, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=3.006, TAw acc= 36.8% | *
| Epoch  64, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.998, TAw acc= 36.8% | *
| Epoch  65, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=2.990, TAw acc= 36.8% | *
| Epoch  66, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.982, TAw acc= 36.8% | *
| Epoch  67, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.974, TAw acc= 36.8% | *
| Epoch  68, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.967, TAw acc= 36.8% | *
| Epoch  69, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.959, TAw acc= 36.8% | *
| Epoch  70, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.951, TAw acc= 36.8% | *
| Epoch  71, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.944, TAw acc= 36.8% | *
| Epoch  72, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.936, TAw acc= 36.8% | *
| Epoch  73, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.928, TAw acc= 36.8% | *
| Epoch  74, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.921, TAw acc= 36.8% | *
| Epoch  75, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.913, TAw acc= 36.8% | *
| Epoch  76, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.906, TAw acc= 36.8% | *
| Epoch  77, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.898, TAw acc= 37.6% | *
| Epoch  78, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.891, TAw acc= 38.3% | *
| Epoch  79, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.883, TAw acc= 39.1% | *
| Epoch  80, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.876, TAw acc= 39.1% | *
| Epoch  81, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.869, TAw acc= 39.1% | *
| Epoch  82, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=2.862, TAw acc= 39.1% | *
| Epoch  83, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.854, TAw acc= 39.1% | *
| Epoch  84, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.847, TAw acc= 39.8% | *
| Epoch  85, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.840, TAw acc= 39.8% | *
| Epoch  86, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.833, TAw acc= 40.6% | *
| Epoch  87, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.826, TAw acc= 40.6% | *
| Epoch  88, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.819, TAw acc= 40.6% | *
| Epoch  89, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.812, TAw acc= 40.6% | *
| Epoch  90, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.805, TAw acc= 40.6% | *
| Epoch  91, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.798, TAw acc= 40.6% | *
| Epoch  92, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.791, TAw acc= 40.6% | *
| Epoch  93, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.784, TAw acc= 41.4% | *
| Epoch  94, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.777, TAw acc= 41.4% | *
| Epoch  95, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.770, TAw acc= 41.4% | *
| Epoch  96, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.764, TAw acc= 42.1% | *
| Epoch  97, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=2.757, TAw acc= 42.9% | *
| Epoch  98, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.750, TAw acc= 42.9% | *
| Epoch  99, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.744, TAw acc= 43.6% | *
| Epoch 100, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=2.737, TAw acc= 43.6% | *
| Epoch 101, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.730, TAw acc= 44.4% | *
| Epoch 102, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.724, TAw acc= 44.4% | *
| Epoch 103, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.717, TAw acc= 44.4% | *
| Epoch 104, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.711, TAw acc= 44.4% | *
| Epoch 105, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.704, TAw acc= 44.4% | *
| Epoch 106, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=2.698, TAw acc= 44.4% | *
| Epoch 107, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.692, TAw acc= 44.4% | *
| Epoch 108, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.685, TAw acc= 44.4% | *
| Epoch 109, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=2.679, TAw acc= 44.4% | *
| Epoch 110, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.673, TAw acc= 45.1% | *
| Epoch 111, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.666, TAw acc= 45.9% | *
| Epoch 112, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.660, TAw acc= 45.9% | *
| Epoch 113, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.654, TAw acc= 45.9% | *
| Epoch 114, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.648, TAw acc= 45.9% | *
| Epoch 115, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.641, TAw acc= 45.9% | *
| Epoch 116, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.635, TAw acc= 45.9% | *
| Epoch 117, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.629, TAw acc= 45.9% | *
| Epoch 118, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.623, TAw acc= 47.4% | *
| Epoch 119, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.617, TAw acc= 47.4% | *
| Epoch 120, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.611, TAw acc= 47.4% | *
| Epoch 121, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=2.605, TAw acc= 47.4% | *
| Epoch 122, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.599, TAw acc= 47.4% | *
| Epoch 123, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.593, TAw acc= 47.4% | *
| Epoch 124, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.587, TAw acc= 47.4% | *
| Epoch 125, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.581, TAw acc= 47.4% | *
| Epoch 126, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.575, TAw acc= 47.4% | *
| Epoch 127, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.570, TAw acc= 48.1% | *
| Epoch 128, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.564, TAw acc= 48.1% | *
| Epoch 129, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.558, TAw acc= 48.1% | *
| Epoch 130, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.552, TAw acc= 48.1% | *
| Epoch 131, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.546, TAw acc= 48.1% | *
| Epoch 132, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.541, TAw acc= 48.9% | *
| Epoch 133, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.535, TAw acc= 48.9% | *
| Epoch 134, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.529, TAw acc= 48.9% | *
| Epoch 135, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.524, TAw acc= 48.9% | *
| Epoch 136, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.518, TAw acc= 48.9% | *
| Epoch 137, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.513, TAw acc= 48.9% | *
| Epoch 138, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.507, TAw acc= 48.9% | *
| Epoch 139, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=2.501, TAw acc= 48.9% | *
| Epoch 140, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.496, TAw acc= 48.9% | *
| Epoch 141, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.491, TAw acc= 48.9% | *
| Epoch 142, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.485, TAw acc= 48.9% | *
| Epoch 143, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.480, TAw acc= 48.9% | *
