	dataset_config: {'path': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'path_test': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'resize': None, 'pad': None, 'crop': None, 'normalize': None, 'class_order': None, 'extend_channel': None, 'flip': False}
CLASS_ORDER: [101, 136, 97, 141, 60, 54, 105, 26, 59, 1, 17, 13, 52, 10, 62, 91, 49, 146, 0, 4, 72, 71, 32, 98, 36, 123, 64, 94, 35, 145, 48, 131, 142, 96, 114, 84, 116, 40, 138, 5, 81, 66, 69, 120, 16, 53, 42, 55, 117, 87, 112, 119, 44, 33, 104, 21, 23, 28, 46, 11, 85, 111, 3, 113, 2, 124, 108, 80, 79, 29, 134, 103, 122, 127, 132, 19, 90, 149, 45, 39, 24, 15, 51, 34, 8, 14, 7, 30, 135, 9, 73, 38, 137, 20, 125, 67, 128, 37, 88, 110, 58, 118, 83, 100, 70, 109, 31, 140, 93, 115, 150, 130, 78, 143, 63, 25, 107, 6, 99, 89, 92, 144, 147, 43, 129, 76, 82, 121, 151, 139, 75, 74, 57, 77, 27, 133, 56, 61, 41, 47, 22, 126, 50, 102, 65, 86, 68, 18, 106, 95, 12, 148]
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=405, out_features=66, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList()
)
======

************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  0.4s | Train: skip eval | Valid: time=  0.1s loss=2.450, TAw acc= 20.0% | *
| Epoch  32, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=1.073, TAw acc= 70.4% | *
| Epoch  33, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.089, TAw acc= 71.3% |
| Epoch  34, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=1.090, TAw acc= 78.3% |
| Epoch  35, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=1.045, TAw acc= 74.8% | *
| Epoch  36, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=1.032, TAw acc= 70.4% | *
| Epoch  37, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.024, TAw acc= 70.4% | *
| Epoch  38, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.984, TAw acc= 78.3% | *
| Epoch  39, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.973, TAw acc= 76.5% | *
| Epoch  40, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.952, TAw acc= 73.9% | *
| Epoch  41, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.943, TAw acc= 77.4% | *
| Epoch  42, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.928, TAw acc= 77.4% | *
| Epoch  43, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.930, TAw acc= 70.4% |
| Epoch  44, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.901, TAw acc= 81.7% | *
| Epoch  45, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.855, TAw acc= 73.9% | *
| Epoch  46, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.839, TAw acc= 83.5% | *
| Epoch  47, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.825, TAw acc= 75.7% | *
| Epoch  48, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.840, TAw acc= 80.9% |
| Epoch  49, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.801, TAw acc= 80.9% | *
| Epoch  50, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.792, TAw acc= 81.7% | *
| Epoch  51, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.783, TAw acc= 83.5% | *
| Epoch  52, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.781, TAw acc= 86.1% | *
| Epoch  53, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.757, TAw acc= 84.3% | *
| Epoch  54, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.741, TAw acc= 82.6% | *
| Epoch  55, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.773, TAw acc= 80.9% |
| Epoch  56, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.739, TAw acc= 84.3% | *
| Epoch  57, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.758, TAw acc= 77.4% |
| Epoch  58, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.739, TAw acc= 80.0% |
| Epoch  59, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.698, TAw acc= 81.7% | *
| Epoch  60, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.705, TAw acc= 83.5% |
| Epoch  61, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.681, TAw acc= 85.2% | *
| Epoch  62, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.685, TAw acc= 84.3% |
| Epoch  63, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.660, TAw acc= 85.2% | *
| Epoch  64, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.673, TAw acc= 85.2% |
| Epoch  65, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.672, TAw acc= 84.3% |
| Epoch  66, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.642, TAw acc= 85.2% | *
| Epoch  67, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.661, TAw acc= 78.3% |
| Epoch  68, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.626, TAw acc= 85.2% | *
| Epoch  69, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.613, TAw acc= 86.1% | *
| Epoch  70, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.626, TAw acc= 85.2% |
| Epoch  71, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.630, TAw acc= 84.3% |
| Epoch  72, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.601, TAw acc= 84.3% | *
| Epoch  73, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.611, TAw acc= 80.0% |
| Epoch  74, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.642, TAw acc= 82.6% |
| Epoch  75, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.602, TAw acc= 84.3% |
| Epoch  76, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.619, TAw acc= 82.6% |
| Epoch  77, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.593, TAw acc= 85.2% | *
| Epoch  78, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.571, TAw acc= 86.1% | *
| Epoch  79, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.629, TAw acc= 82.6% |
| Epoch  80, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.571, TAw acc= 86.1% | *
| Epoch  81, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.557, TAw acc= 85.2% | *
| Epoch  82, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.549, TAw acc= 86.1% | *
| Epoch  83, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.557, TAw acc= 85.2% |
| Epoch  84, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.545, TAw acc= 86.1% | *
| Epoch  85, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.556, TAw acc= 84.3% |
| Epoch  86, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.536, TAw acc= 85.2% | *
| Epoch  87, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.528, TAw acc= 86.1% | *
| Epoch  88, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.533, TAw acc= 84.3% |
| Epoch  89, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.522, TAw acc= 86.1% | *
| Epoch  90, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.643, TAw acc= 80.0% |
| Epoch  91, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.568, TAw acc= 80.0% |
| Epoch  92, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.516, TAw acc= 86.1% | *
| Epoch  93, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.510, TAw acc= 86.1% | *
| Epoch  94, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.500, TAw acc= 85.2% | *
| Epoch  95, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.495, TAw acc= 85.2% | *
| Epoch  96, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.502, TAw acc= 85.2% |
| Epoch  97, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.521, TAw acc= 84.3% |
| Epoch  98, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.486, TAw acc= 87.8% | *
| Epoch  99, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.500, TAw acc= 86.1% |
| Epoch 100, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.544, TAw acc= 80.9% |
| Epoch 101, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.468, TAw acc= 85.2% | *
| Epoch 102, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.486, TAw acc= 81.7% |
| Epoch 103, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.496, TAw acc= 83.5% |
| Epoch 104, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.461, TAw acc= 86.1% | *
| Epoch 105, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.461, TAw acc= 85.2% |
| Epoch 106, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.452, TAw acc= 87.0% | *
| Epoch 107, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.452, TAw acc= 85.2% | *
| Epoch 108, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.472, TAw acc= 84.3% |
| Epoch 109, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.455, TAw acc= 84.3% |
| Epoch 110, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.660, TAw acc= 78.3% |
| Epoch 111, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.468, TAw acc= 85.2% |
| Epoch 112, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.445, TAw acc= 84.3% | *
| Epoch 113, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.441, TAw acc= 86.1% | *
| Epoch 114, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.446, TAw acc= 84.3% |
| Epoch 115, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.449, TAw acc= 83.5% |
| Epoch 116, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.428, TAw acc= 85.2% | *
| Epoch 117, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.429, TAw acc= 86.1% |
| Epoch 118, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.433, TAw acc= 86.1% |
| Epoch 119, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.449, TAw acc= 86.1% |
| Epoch 120, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.417, TAw acc= 87.0% | *
| Epoch 121, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.603, TAw acc= 80.9% |
| Epoch 122, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.432, TAw acc= 86.1% |
| Epoch 123, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.456, TAw acc= 83.5% |
| Epoch 124, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.421, TAw acc= 86.1% |
| Epoch 125, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.511, TAw acc= 80.0% | lr=3.3e-03
| Epoch 126, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.417, TAw acc= 87.8% |
| Epoch 127, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.420, TAw acc= 87.0% |
| Epoch 128, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.420, TAw acc= 86.1% |
| Epoch 129, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.423, TAw acc= 86.1% |
| Epoch 130, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.433, TAw acc= 87.0% | lr=1.1e-03
| Epoch 131, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.413, TAw acc= 87.0% | *
| Epoch 132, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.412, TAw acc= 87.0% | *
| Epoch 133, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.413, TAw acc= 87.0% |
| Epoch 134, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.412, TAw acc= 87.0% |
| Epoch 135, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.416, TAw acc= 87.0% |
| Epoch 136, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.417, TAw acc= 87.0% |
| Epoch 137, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.416, TAw acc= 87.0% | lr=3.7e-04
| Epoch 138, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.413, TAw acc= 86.1% |
| Epoch 139, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.414, TAw acc= 86.1% |
| Epoch 140, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.415, TAw acc= 86.1% |
| Epoch 141, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.415, TAw acc= 87.0% |
| Epoch 142, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.416, TAw acc= 87.8% | lr=1.2e-04
| Epoch 143, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.412, TAw acc= 87.0% |
| Epoch 144, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.412, TAw acc= 87.0% |
| Epoch 145, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.412, TAw acc= 87.0% |
| Epoch 146, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.413, TAw acc= 87.0% |
| Epoch 147, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.413, TAw acc= 87.0% | lr=4.1e-05
EXEMPLARS_PER_CLASS: 10
| Selected 120 train exemplars, time=  0.3s
120
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=0.450 | TAw acc= 83.3%, forg=  0.0%| TAg acc= 83.3%, forg=  0.0% <<<
Save at k=10/icarl_dsads_2/har_flex_icarl
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=405, out_features=66, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList(
    (0): Linear(in_features=66, out_features=12, bias=True)
  )
)
======

************************************************************************************************************
Task  1
************************************************************************************************************
| Epoch   1, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=6.726, TAw acc= 40.6% | *
| Epoch   2, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=5.903, TAw acc= 37.5% | *
| Epoch   3, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=5.553, TAw acc= 51.0% | *
| Epoch   4, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=5.381, TAw acc= 75.0% | *
| Epoch   5, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=5.178, TAw acc= 60.4% | *
| Epoch   6, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=5.127, TAw acc= 61.5% | *
| Epoch   7, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=5.016, TAw acc= 69.8% | *
| Epoch   8, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.985, TAw acc= 68.8% | *
| Epoch   9, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.918, TAw acc= 62.5% | *
| Epoch  10, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.882, TAw acc= 72.9% | *
| Epoch  11, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.850, TAw acc= 72.9% | *
| Epoch  12, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.801, TAw acc= 75.0% | *
| Epoch  13, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.785, TAw acc= 74.0% | *
| Epoch  14, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.721, TAw acc= 88.5% | *
| Epoch  15, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.712, TAw acc= 85.4% | *
| Epoch  16, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.685, TAw acc= 71.9% | *
| Epoch  17, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.634, TAw acc= 88.5% | *
| Epoch  18, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=4.604, TAw acc= 89.6% | *
| Epoch  19, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.578, TAw acc= 83.3% | *
| Epoch  20, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.596, TAw acc= 84.4% |
| Epoch  21, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.517, TAw acc= 89.6% | *
| Epoch  22, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.519, TAw acc= 88.5% |
| Epoch  23, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.532, TAw acc= 81.2% |
| Epoch  24, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.490, TAw acc= 86.5% | *
| Epoch  25, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.468, TAw acc= 89.6% | *
| Epoch  26, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.465, TAw acc= 90.6% | *
| Epoch  27, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.506, TAw acc= 82.3% |
| Epoch  28, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.438, TAw acc= 85.4% | *
| Epoch  29, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.502, TAw acc= 82.3% |
| Epoch  30, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.399, TAw acc= 91.7% | *
| Epoch  31, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.416, TAw acc= 82.3% |
| Epoch  32, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.379, TAw acc= 87.5% | *
| Epoch  33, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.343, TAw acc= 96.9% | *
| Epoch  34, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.342, TAw acc= 96.9% | *
| Epoch  35, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.359, TAw acc= 89.6% |
| Epoch  36, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.351, TAw acc= 87.5% |
| Epoch  37, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.316, TAw acc= 89.6% | *
| Epoch  38, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.388, TAw acc= 84.4% |
| Epoch  39, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.334, TAw acc= 85.4% |
| Epoch  40, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.320, TAw acc= 89.6% |
| Epoch  41, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.303, TAw acc= 96.9% | *
| Epoch  42, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.292, TAw acc= 87.5% | *
| Epoch  43, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.310, TAw acc= 86.5% |
| Epoch  44, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.273, TAw acc= 87.5% | *
| Epoch  45, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.264, TAw acc= 97.9% | *
| Epoch  46, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.280, TAw acc= 90.6% |
| Epoch  47, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.253, TAw acc= 90.6% | *
| Epoch  48, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.271, TAw acc= 90.6% |
| Epoch  49, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.272, TAw acc= 83.3% |
| Epoch  50, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.262, TAw acc= 88.5% |
| Epoch  51, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.243, TAw acc= 91.7% | *
| Epoch  52, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.244, TAw acc= 85.4% |
| Epoch  53, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.233, TAw acc= 91.7% | *
| Epoch  54, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.231, TAw acc= 87.5% | *
| Epoch  55, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.231, TAw acc= 89.6% | *
| Epoch  56, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.201, TAw acc= 93.8% | *
| Epoch  57, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.191, TAw acc= 91.7% | *
| Epoch  58, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.204, TAw acc= 88.5% |
| Epoch  59, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.197, TAw acc= 92.7% |
| Epoch  60, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.186, TAw acc= 90.6% | *
| Epoch  61, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.185, TAw acc= 89.6% | *
| Epoch  62, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.198, TAw acc= 86.5% |
| Epoch  63, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.153, TAw acc= 96.9% | *
| Epoch  64, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.192, TAw acc= 91.7% |
| Epoch  65, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.164, TAw acc= 94.8% |
| Epoch  66, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.178, TAw acc= 89.6% |
| Epoch  67, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.163, TAw acc= 94.8% |
| Epoch  68, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.148, TAw acc= 95.8% | *
| Epoch  69, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.141, TAw acc= 96.9% | *
| Epoch  70, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.147, TAw acc= 95.8% |
| Epoch  71, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=4.145, TAw acc= 89.6% |
| Epoch  72, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=4.141, TAw acc= 90.6% | *
