	dataset_config: {'path': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'path_test': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'resize': None, 'pad': None, 'crop': None, 'normalize': None, 'class_order': None, 'extend_channel': None, 'flip': False}
CLASS_ORDER: [50, 104, 26, 44, 109, 96, 107, 125, 66, 35, 86, 49, 132, 15, 98, 92, 144, 28, 58, 81, 48, 17, 2, 139, 20, 59, 51, 100, 64, 10, 133, 127, 87, 30, 33, 150, 103, 6, 131, 18, 47, 146, 97, 134, 142, 91, 151, 148, 68, 135, 99, 31, 43, 74, 0, 123, 13, 67, 90, 38, 115, 129, 41, 108, 29, 46, 40, 9, 19, 101, 5, 84, 36, 11, 136, 72, 122, 116, 60, 37, 62, 114, 76, 42, 21, 94, 137, 110, 53, 130, 25, 93, 117, 95, 106, 102, 105, 120, 73, 1, 141, 8, 79, 89, 22, 23, 52, 75, 65, 77, 24, 71, 88, 56, 7, 118, 128, 138, 85, 14, 63, 4, 119, 121, 12, 111, 39, 54, 45, 82, 69, 70, 83, 147, 32, 34, 112, 143, 145, 80, 78, 55, 16, 61, 126, 27, 124, 57, 3, 149, 140, 113]
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=405, out_features=66, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList()
)
======

************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  0.8s | Train: skip eval | Valid: time=  0.2s loss=2.460, TAw acc= 16.5% | *
| Epoch  31, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.507, TAw acc= 73.9% | *
| Epoch  32, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.473, TAw acc= 84.3% | *
| Epoch  33, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.459, TAw acc= 75.7% | *
| Epoch  34, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.430, TAw acc= 71.3% | *
| Epoch  35, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.392, TAw acc= 73.9% | *
| Epoch  36, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.347, TAw acc= 76.5% | *
| Epoch  37, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.322, TAw acc= 73.9% | *
| Epoch  38, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.280, TAw acc= 88.7% | *
| Epoch  39, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.251, TAw acc= 80.0% | *
| Epoch  40, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.210, TAw acc= 77.4% | *
| Epoch  41, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.182, TAw acc= 85.2% | *
| Epoch  42, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.141, TAw acc= 87.8% | *
| Epoch  43, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.139, TAw acc= 78.3% | *
| Epoch  44, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.074, TAw acc= 90.4% | *
| Epoch  45, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.041, TAw acc= 97.4% | *
| Epoch  46, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.005, TAw acc= 94.8% | *
| Epoch  47, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.984, TAw acc= 95.7% | *
| Epoch  48, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.978, TAw acc= 87.8% | *
| Epoch  49, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.944, TAw acc= 94.8% | *
| Epoch  50, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.923, TAw acc= 86.1% | *
| Epoch  51, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.892, TAw acc= 92.2% | *
| Epoch  52, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.892, TAw acc= 78.3% | *
| Epoch  53, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.845, TAw acc= 93.0% | *
| Epoch  54, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.829, TAw acc= 93.9% | *
| Epoch  55, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.837, TAw acc= 92.2% |
| Epoch  56, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.793, TAw acc= 96.5% | *
| Epoch  57, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.767, TAw acc= 95.7% | *
| Epoch  58, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.771, TAw acc= 93.9% |
| Epoch  59, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.726, TAw acc= 96.5% | *
| Epoch  60, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.702, TAw acc= 98.3% | *
| Epoch  61, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.691, TAw acc= 96.5% | *
| Epoch  62, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.689, TAw acc= 93.0% | *
| Epoch  63, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.663, TAw acc= 94.8% | *
| Epoch  64, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.657, TAw acc= 95.7% | *
| Epoch  65, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.656, TAw acc= 93.9% | *
| Epoch  66, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.621, TAw acc= 95.7% | *
| Epoch  67, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.614, TAw acc= 91.3% | *
| Epoch  68, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.619, TAw acc= 85.2% |
| Epoch  69, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.580, TAw acc= 96.5% | *
| Epoch  70, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.615, TAw acc= 93.0% |
| Epoch  71, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.563, TAw acc= 95.7% | *
| Epoch  72, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.547, TAw acc= 96.5% | *
| Epoch  73, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.541, TAw acc= 91.3% | *
| Epoch  74, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.522, TAw acc= 98.3% | *
| Epoch  75, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.519, TAw acc= 95.7% | *
| Epoch  76, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.528, TAw acc= 94.8% |
| Epoch  77, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.500, TAw acc= 95.7% | *
| Epoch  78, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.475, TAw acc= 98.3% | *
| Epoch  79, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.468, TAw acc= 98.3% | *
| Epoch  80, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.452, TAw acc= 97.4% | *
| Epoch  81, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.456, TAw acc= 97.4% |
| Epoch  82, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.439, TAw acc= 97.4% | *
| Epoch  83, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.437, TAw acc= 97.4% | *
| Epoch  84, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.462, TAw acc= 87.8% |
| Epoch  85, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.423, TAw acc= 98.3% | *
| Epoch  86, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.410, TAw acc= 98.3% | *
| Epoch  87, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.406, TAw acc= 96.5% | *
| Epoch  88, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.405, TAw acc= 96.5% | *
| Epoch  89, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.386, TAw acc= 98.3% | *
| Epoch  90, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.379, TAw acc= 98.3% | *
| Epoch  91, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.376, TAw acc= 97.4% | *
| Epoch  92, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.363, TAw acc= 98.3% | *
| Epoch  93, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.366, TAw acc= 98.3% |
| Epoch  94, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.361, TAw acc= 97.4% | *
| Epoch  95, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.349, TAw acc= 98.3% | *
| Epoch  96, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.343, TAw acc= 98.3% | *
| Epoch  97, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.336, TAw acc= 98.3% | *
| Epoch  98, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.336, TAw acc= 98.3% |
| Epoch  99, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.331, TAw acc= 98.3% | *
| Epoch 100, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.330, TAw acc= 97.4% | *
| Epoch 101, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.322, TAw acc= 97.4% | *
| Epoch 102, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.317, TAw acc= 97.4% | *
| Epoch 103, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.340, TAw acc= 95.7% |
| Epoch 104, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.303, TAw acc= 98.3% | *
| Epoch 105, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.294, TAw acc= 98.3% | *
| Epoch 106, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.296, TAw acc= 98.3% |
| Epoch 107, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.294, TAw acc= 97.4% | *
| Epoch 108, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.293, TAw acc= 98.3% | *
| Epoch 109, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.278, TAw acc= 98.3% | *
| Epoch 110, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.264, TAw acc= 98.3% | *
| Epoch 111, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.294, TAw acc= 97.4% |
| Epoch 112, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.277, TAw acc= 97.4% |
| Epoch 113, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.288, TAw acc= 95.7% |
| Epoch 114, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.361, TAw acc= 93.0% |
| Epoch 115, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.261, TAw acc= 97.4% | *
| Epoch 116, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.272, TAw acc= 96.5% |
| Epoch 117, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.251, TAw acc= 98.3% | *
| Epoch 118, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.284, TAw acc= 95.7% |
| Epoch 119, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.307, TAw acc= 94.8% |
| Epoch 120, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.255, TAw acc= 96.5% |
| Epoch 121, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.252, TAw acc= 97.4% |
| Epoch 122, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.250, TAw acc= 97.4% | *
| Epoch 123, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.242, TAw acc= 98.3% | *
| Epoch 124, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.232, TAw acc= 98.3% | *
| Epoch 125, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.231, TAw acc= 98.3% | *
| Epoch 126, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.242, TAw acc= 95.7% |
| Epoch 127, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.230, TAw acc= 97.4% | *
| Epoch 128, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.237, TAw acc= 96.5% |
| Epoch 129, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.220, TAw acc= 98.3% | *
| Epoch 130, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.220, TAw acc= 98.3% | *
| Epoch 131, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.210, TAw acc= 98.3% | *
| Epoch 132, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.213, TAw acc= 98.3% |
| Epoch 133, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.212, TAw acc= 98.3% |
| Epoch 134, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.209, TAw acc= 98.3% | *
| Epoch 135, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.200, TAw acc= 98.3% | *
| Epoch 136, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.201, TAw acc= 98.3% |
| Epoch 137, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.205, TAw acc= 98.3% |
| Epoch 138, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.206, TAw acc= 97.4% |
| Epoch 139, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.186, TAw acc= 99.1% | *
| Epoch 140, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.199, TAw acc= 98.3% |
| Epoch 141, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.204, TAw acc= 97.4% |
| Epoch 142, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.188, TAw acc= 98.3% |
| Epoch 143, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.196, TAw acc= 97.4% |
| Epoch 144, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.190, TAw acc= 98.3% | lr=3.3e-03
| Epoch 145, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.191, TAw acc= 98.3% |
| Epoch 146, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.197, TAw acc= 98.3% |
| Epoch 147, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.197, TAw acc= 98.3% |
| Epoch 148, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.196, TAw acc= 98.3% |
| Epoch 149, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.195, TAw acc= 98.3% | lr=1.1e-03
| Epoch 150, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.192, TAw acc= 98.3% |
| Epoch 151, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.194, TAw acc= 98.3% |
| Epoch 152, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.196, TAw acc= 98.3% |
| Epoch 153, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.196, TAw acc= 98.3% |
| Epoch 154, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.198, TAw acc= 98.3% | lr=3.7e-04
| Epoch 155, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.187, TAw acc= 99.1% |
| Epoch 156, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.187, TAw acc= 99.1% |
| Epoch 157, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.188, TAw acc= 98.3% |
| Epoch 158, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.189, TAw acc= 98.3% |
| Epoch 159, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.190, TAw acc= 98.3% | lr=1.2e-04
| Epoch 160, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.186, TAw acc= 99.1% |
| Epoch 161, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.186, TAw acc= 99.1% |
| Epoch 162, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.187, TAw acc= 99.1% |
| Epoch 163, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.187, TAw acc= 99.1% |
| Epoch 164, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.187, TAw acc= 99.1% | lr=4.1e-05
EXEMPLARS_PER_CLASS: 10
| Selected 120 train exemplars, time=  0.0s
120
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=0.226 | TAw acc= 95.1%, forg=  0.0%| TAg acc= 95.1%, forg=  0.0% <<<
Save at k=10/eeil_dsads_1/har_flex_eeil
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=405, out_features=66, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList(
    (0): Linear(in_features=66, out_features=12, bias=True)
  )
)
======

************************************************************************************************************
Task  1
************************************************************************************************************
| Epoch   1, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=3.306, TAw acc= 26.0% | *
| Epoch   2, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.179, TAw acc= 26.0% | *
| Epoch   3, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.867, TAw acc= 44.8% | *
| Epoch   4, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.710, TAw acc= 53.1% | *
| Epoch   5, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.621, TAw acc= 66.7% | *
| Epoch   6, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.521, TAw acc= 54.2% | *
| Epoch   7, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.460, TAw acc= 53.1% | *
| Epoch   8, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.348, TAw acc= 69.8% | *
| Epoch   9, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.316, TAw acc= 65.6% | *
| Epoch  10, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.285, TAw acc= 76.0% | *
| Epoch  11, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.235, TAw acc= 64.6% | *
| Epoch  12, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.193, TAw acc= 83.3% | *
| Epoch  13, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.156, TAw acc= 89.6% | *
| Epoch  14, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.118, TAw acc= 74.0% | *
| Epoch  15, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.058, TAw acc= 76.0% | *
| Epoch  16, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.026, TAw acc= 83.3% | *
| Epoch  17, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.994, TAw acc= 90.6% | *
| Epoch  18, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.990, TAw acc= 89.6% | *
| Epoch  19, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.936, TAw acc= 87.5% | *
| Epoch  20, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.940, TAw acc= 92.7% |
| Epoch  21, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.904, TAw acc= 93.8% | *
| Epoch  22, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.889, TAw acc= 78.1% | *
| Epoch  23, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.868, TAw acc= 89.6% | *
| Epoch  24, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.833, TAw acc= 92.7% | *
| Epoch  25, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.810, TAw acc= 87.5% | *
| Epoch  26, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.795, TAw acc= 88.5% | *
| Epoch  27, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.778, TAw acc= 93.8% | *
| Epoch  28, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.775, TAw acc= 90.6% | *
| Epoch  29, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.730, TAw acc= 87.5% | *
| Epoch  30, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.748, TAw acc= 89.6% |
| Epoch  31, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.748, TAw acc= 88.5% |
| Epoch  32, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.716, TAw acc= 86.5% | *
| Epoch  33, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.669, TAw acc= 90.6% | *
| Epoch  34, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.671, TAw acc= 86.5% |
| Epoch  35, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.675, TAw acc= 93.8% |
| Epoch  36, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.638, TAw acc= 91.7% | *
| Epoch  37, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.608, TAw acc= 87.5% | *
| Epoch  38, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.618, TAw acc= 93.8% |
| Epoch  39, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.608, TAw acc= 93.8% | *
| Epoch  40, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.614, TAw acc= 84.4% |
| Epoch  41, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.603, TAw acc= 91.7% | *
| Epoch  42, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.605, TAw acc= 91.7% |
| Epoch  43, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.566, TAw acc= 88.5% | *
| Epoch  44, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.564, TAw acc= 91.7% | *
| Epoch  45, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.545, TAw acc= 94.8% | *
| Epoch  46, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.521, TAw acc= 93.8% | *
| Epoch  47, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.522, TAw acc= 93.8% |
| Epoch  48, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.525, TAw acc= 87.5% |
| Epoch  49, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.516, TAw acc= 94.8% | *
| Epoch  50, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.530, TAw acc= 93.8% |
| Epoch  51, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.503, TAw acc= 93.8% | *
| Epoch  52, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.493, TAw acc= 95.8% | *
| Epoch  53, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.474, TAw acc= 92.7% | *
| Epoch  54, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.467, TAw acc= 93.8% | *
