	dataset_config: {'path': '/home/fr27/Documents/pyscript/wisdm/dataset/arff_files/phone/accel/all.csv', 'path_test': '/home/fr27/Documents/pyscript/wisdm/dataset/arff_files/phone/accel/all.csv', 'resize': None, 'pad': None, 'crop': None, 'normalize': None, 'class_order': None, 'extend_channel': None, 'flip': False}
CLASS_ORDER: [542, 309, 536, 350, 704, 430, 149, 745, 46, 603, 118, 20, 285, 525, 703, 491, 459, 528, 705, 89, 313, 689, 334, 50, 12, 100, 421, 490, 170, 379, 677, 48, 357, 292, 827, 252, 696, 640, 793, 52, 159, 632, 825, 750, 673, 551, 757, 843, 751, 254, 488, 41, 215, 5, 382, 492, 433, 736, 366, 449, 28, 697, 108, 849, 257, 883, 422, 669, 699, 636, 862, 529, 761, 303, 342, 478, 126, 249, 377, 803, 746, 432, 678, 437, 645, 410, 272, 223, 103, 314, 680, 735, 647, 768, 583, 683, 708, 467, 541, 47, 116, 609, 469, 161, 500, 291, 372, 765, 298, 213, 104, 865, 259, 832, 135, 727, 339, 484, 423, 98, 91, 574, 380, 558, 796, 97, 125, 458, 301, 619, 729, 568, 214, 593, 820, 32, 56, 526, 90, 834, 773, 251, 237, 302, 388, 720, 79, 122, 501, 231, 269, 224, 839, 864, 23, 723, 560, 354, 157, 554, 702, 341, 196, 207, 340, 795, 107, 261, 853, 426, 189, 124, 519, 738, 332, 329, 508, 755, 476, 767, 852, 38, 707, 753, 652, 297, 371, 362, 352, 420, 740, 694, 470, 27, 799, 402, 180, 607, 553, 199, 579, 539, 575, 88, 192, 195, 456, 612, 628, 128, 364, 17, 253, 837, 84, 13, 534, 466, 221, 77, 396, 220, 150, 656, 462, 807, 40, 463, 847, 690, 585, 208, 375, 598, 676, 30, 142, 590, 383, 665, 295, 496, 181, 324, 183, 845, 721, 78, 856, 262, 345, 626, 1, 101, 373, 586, 273, 464, 4, 325, 791, 299, 566, 9, 555, 57, 112, 474, 890, 130, 801, 381, 394, 160, 672, 833, 830, 448, 359, 538, 806, 34, 21, 623, 831, 785, 62, 631, 193, 216, 565, 451, 594, 363, 737, 516, 6, 140, 33, 787, 874, 58, 846, 866, 838, 66, 487, 479, 497, 190, 81, 191, 390, 204, 804, 16, 646, 281, 26, 695, 858, 296, 509, 851, 518, 307, 132, 35, 717, 520, 336, 891, 166, 331, 245, 630, 72, 92, 842, 749, 888, 186, 304, 162, 243, 848, 789, 775, 562, 197, 457, 473, 268, 814, 686, 682, 127, 179, 419, 399, 495, 616, 627, 83, 608, 892, 756, 51, 234, 96, 764, 461, 187, 792, 316, 675, 812, 387, 674, 482, 260, 728, 811, 794, 417, 563, 338, 577, 436, 425, 887, 378, 537, 241, 882, 446, 389, 280, 73, 625, 664, 781, 747, 174, 872, 275, 709, 165, 580, 222, 780, 39, 817, 385, 86, 397, 452, 505, 137, 265, 481, 502, 499, 581, 368, 515, 318, 229, 836, 240, 355, 69, 255, 55, 859, 395, 282, 203, 244, 185, 706, 284, 681, 522, 726, 270, 198, 156, 504, 569, 236, 823, 668, 711, 863, 855, 182, 867, 225, 797, 293, 19, 176, 232, 784, 661, 871, 671, 133, 877, 113, 893, 258, 786, 247, 294, 45, 429, 620, 177, 878, 75, 85, 762, 63, 415, 572, 201, 816, 715, 701, 286, 805, 219, 692, 507, 770, 274, 663, 435, 651, 43, 239, 22, 431, 370, 778, 685, 759, 109, 460, 605, 418, 667, 347, 649, 582, 687, 10, 411, 873, 175, 600, 0, 212, 533, 173, 544, 158, 226, 547, 2, 206, 54, 742, 129, 876, 662, 131, 172, 808, 278, 840, 151, 153, 202, 506, 578, 67, 217, 386, 335, 556, 489, 320, 754, 263, 483, 323, 49, 798, 360, 557, 629, 571, 617, 688, 854, 813, 604, 540, 861, 445, 152, 31, 24, 841, 748, 87, 802, 416, 271, 713, 486, 828, 230, 642, 684, 365, 468, 510, 349, 353, 264, 477, 407, 218, 766, 860, 550, 567, 327, 549, 826, 171, 881, 732, 14, 613, 315, 570, 351, 498, 348, 168, 744, 622, 400, 654, 343, 602, 3, 344, 428, 99, 618, 447, 8, 145, 123, 311, 512, 524, 657, 719, 401, 710, 564, 42, 18, 641, 637, 228, 71, 15, 235, 178, 143, 752, 233, 328, 783, 356, 698, 404, 532, 760, 74, 11, 139, 875, 648, 655, 60, 333, 724, 110, 624, 119, 287, 559, 250, 319, 521, 615, 465, 450, 95, 810, 210, 601, 844, 322, 7, 242, 670, 391, 769, 693, 300, 511, 283, 870, 722, 824, 472, 141, 276, 148, 403, 700, 59, 454, 455, 412, 835, 889, 587, 535, 120, 441, 475, 868, 869, 44, 169, 879, 679, 279, 485, 779, 885, 730, 317, 850, 121, 167, 660, 453, 138, 503, 650, 266, 306, 384, 763, 289, 36, 610, 774, 880, 68, 367, 184, 821, 718, 277, 330, 818, 790, 772, 638, 200, 117, 398, 361, 70, 548, 326, 712, 80, 822, 29, 246, 597, 114, 493, 392, 714, 424, 691, 346, 733, 147, 741, 111, 611, 358, 442, 438, 53, 61, 659, 209, 576, 588, 163, 494, 134, 633, 782, 776, 731, 591, 93, 146, 443, 227, 471, 427, 777, 545, 312, 376, 413, 596, 310, 406, 25, 606, 819, 155, 635, 592, 589, 800, 513, 531, 144, 414, 543, 94, 434, 734, 256, 595, 666, 621, 105, 290, 829, 573, 238, 393, 82, 164, 614, 743, 599, 205, 321, 884, 653, 584, 106, 308, 643, 136, 546, 409, 305, 37, 480, 64, 337, 716, 517, 639, 408, 514, 115, 857, 739, 758, 194, 788, 267, 552, 561, 523, 154, 771, 530, 439, 440, 369, 634, 886, 288, 65, 644, 211, 76, 527, 405, 658, 188, 248, 725, 809, 102, 444, 374, 815]
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=91, out_features=1000, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList()
)
======

************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  0.9s | Train: skip eval | Valid: time=  0.2s loss=3.456, TAw acc=  7.7% | *
| Epoch  55, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.758, TAw acc= 25.9% | *
| Epoch  56, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.750, TAw acc= 25.9% | *
| Epoch  57, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.741, TAw acc= 25.9% | *
| Epoch  58, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.733, TAw acc= 25.9% | *
| Epoch  59, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.725, TAw acc= 26.6% | *
| Epoch  60, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.716, TAw acc= 28.0% | *
| Epoch  61, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.708, TAw acc= 28.7% | *
| Epoch  62, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.700, TAw acc= 30.1% | *
| Epoch  63, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.692, TAw acc= 30.1% | *
| Epoch  64, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.684, TAw acc= 30.8% | *
| Epoch  65, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.677, TAw acc= 30.8% | *
| Epoch  66, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.669, TAw acc= 30.8% | *
| Epoch  67, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.661, TAw acc= 30.8% | *
| Epoch  68, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.654, TAw acc= 30.8% | *
| Epoch  69, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.646, TAw acc= 30.8% | *
| Epoch  70, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.639, TAw acc= 31.5% | *
| Epoch  71, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.631, TAw acc= 31.5% | *
| Epoch  72, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.624, TAw acc= 32.2% | *
| Epoch  73, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.617, TAw acc= 32.2% | *
| Epoch  74, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.610, TAw acc= 32.2% | *
| Epoch  75, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.602, TAw acc= 32.2% | *
| Epoch  76, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.595, TAw acc= 32.2% | *
| Epoch  77, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.588, TAw acc= 32.9% | *
| Epoch  78, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.581, TAw acc= 32.9% | *
| Epoch  79, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.574, TAw acc= 32.9% | *
| Epoch  80, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.567, TAw acc= 32.9% | *
| Epoch  81, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.560, TAw acc= 32.9% | *
| Epoch  82, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.554, TAw acc= 32.9% | *
| Epoch  83, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.547, TAw acc= 32.9% | *
| Epoch  84, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.540, TAw acc= 33.6% | *
| Epoch  85, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.533, TAw acc= 33.6% | *
| Epoch  86, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.527, TAw acc= 33.6% | *
| Epoch  87, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.520, TAw acc= 33.6% | *
| Epoch  88, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.514, TAw acc= 34.3% | *
| Epoch  89, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.507, TAw acc= 34.3% | *
| Epoch  90, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.501, TAw acc= 35.0% | *
| Epoch  91, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.494, TAw acc= 35.0% | *
| Epoch  92, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.488, TAw acc= 35.0% | *
| Epoch  93, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.482, TAw acc= 35.0% | *
| Epoch  94, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.476, TAw acc= 35.0% | *
| Epoch  95, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.469, TAw acc= 35.7% | *
| Epoch  96, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.463, TAw acc= 35.7% | *
| Epoch  97, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.457, TAw acc= 35.0% | *
| Epoch  98, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.451, TAw acc= 35.7% | *
| Epoch  99, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.445, TAw acc= 35.7% | *
| Epoch 100, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.439, TAw acc= 35.7% | *
| Epoch 101, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.433, TAw acc= 35.7% | *
| Epoch 102, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.427, TAw acc= 36.4% | *
| Epoch 103, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.421, TAw acc= 36.4% | *
| Epoch 104, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.415, TAw acc= 36.4% | *
| Epoch 105, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.409, TAw acc= 36.4% | *
| Epoch 106, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.403, TAw acc= 37.1% | *
| Epoch 107, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.397, TAw acc= 37.1% | *
| Epoch 108, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.392, TAw acc= 37.1% | *
| Epoch 109, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.386, TAw acc= 37.1% | *
| Epoch 110, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.380, TAw acc= 38.5% | *
| Epoch 111, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.374, TAw acc= 38.5% | *
| Epoch 112, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.369, TAw acc= 38.5% | *
| Epoch 113, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.363, TAw acc= 38.5% | *
| Epoch 114, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.358, TAw acc= 38.5% | *
| Epoch 115, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.352, TAw acc= 38.5% | *
| Epoch 116, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.347, TAw acc= 38.5% | *
| Epoch 117, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.341, TAw acc= 38.5% | *
| Epoch 118, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.336, TAw acc= 39.2% | *
| Epoch 119, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.330, TAw acc= 39.2% | *
| Epoch 120, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.325, TAw acc= 39.2% | *
| Epoch 121, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.319, TAw acc= 39.2% | *
| Epoch 122, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.314, TAw acc= 39.9% | *
| Epoch 123, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.309, TAw acc= 39.9% | *
| Epoch 124, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.304, TAw acc= 39.9% | *
| Epoch 125, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.298, TAw acc= 39.9% | *
| Epoch 126, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.293, TAw acc= 40.6% | *
| Epoch 127, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.288, TAw acc= 40.6% | *
| Epoch 128, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.283, TAw acc= 40.6% | *
| Epoch 129, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.277, TAw acc= 40.6% | *
| Epoch 130, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.272, TAw acc= 41.3% | *
| Epoch 131, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.267, TAw acc= 41.3% | *
| Epoch 132, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.262, TAw acc= 41.3% | *
| Epoch 133, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.257, TAw acc= 41.3% | *
| Epoch 134, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.252, TAw acc= 42.7% | *
| Epoch 135, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.247, TAw acc= 42.7% | *
| Epoch 136, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.242, TAw acc= 43.4% | *
| Epoch 137, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.237, TAw acc= 43.4% | *
| Epoch 138, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.232, TAw acc= 44.1% | *
| Epoch 139, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.227, TAw acc= 44.8% | *
| Epoch 140, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.222, TAw acc= 44.8% | *
| Epoch 141, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.218, TAw acc= 46.9% | *
| Epoch 142, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.213, TAw acc= 46.9% | *
| Epoch 143, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.208, TAw acc= 48.3% | *
