	dataset_config: {'path': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'path_test': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'resize': None, 'pad': None, 'crop': None, 'normalize': None, 'class_order': None, 'extend_channel': None, 'flip': False}
CLASS_ORDER: [124, 36, 45, 89, 100, 136, 135, 26, 143, 35, 31, 58, 120, 128, 90, 123, 27, 22, 129, 32, 81, 104, 98, 7, 130, 107, 38, 1, 71, 117, 102, 149, 139, 96, 40, 3, 108, 77, 93, 94, 114, 62, 21, 106, 119, 146, 116, 50, 0, 20, 115, 14, 113, 4, 132, 74, 63, 24, 70, 64, 137, 29, 141, 33, 80, 42, 127, 147, 118, 16, 101, 44, 84, 112, 52, 68, 69, 2, 55, 110, 6, 95, 17, 30, 148, 131, 51, 133, 150, 49, 72, 34, 67, 122, 9, 19, 10, 111, 138, 13, 37, 92, 83, 60, 48, 11, 39, 82, 88, 54, 56, 43, 46, 57, 145, 105, 76, 126, 12, 41, 15, 144, 134, 66, 140, 79, 47, 61, 28, 53, 109, 121, 99, 23, 87, 65, 103, 142, 78, 5, 125, 85, 8, 59, 75, 73, 151, 18, 97, 25, 86, 91]
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=405, out_features=66, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList()
)
======

************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  0.9s | Train: skip eval | Valid: time=  0.2s loss=2.419, TAw acc=  8.7% | *
| Epoch  15, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.451, TAw acc= 58.3% | *
| Epoch  16, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.407, TAw acc= 62.6% | *
| Epoch  17, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.334, TAw acc= 70.4% | *
| Epoch  18, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.289, TAw acc= 73.0% | *
| Epoch  19, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.234, TAw acc= 73.0% | *
| Epoch  20, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.207, TAw acc= 73.0% | *
| Epoch  21, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.158, TAw acc= 67.0% | *
| Epoch  22, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.139, TAw acc= 66.1% | *
| Epoch  23, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.088, TAw acc= 73.0% | *
| Epoch  24, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.098, TAw acc= 71.3% |
| Epoch  25, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.090, TAw acc= 70.4% |
| Epoch  26, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.001, TAw acc= 79.1% | *
| Epoch  27, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.005, TAw acc= 72.2% |
| Epoch  28, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.958, TAw acc= 75.7% | *
| Epoch  29, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.947, TAw acc= 75.7% | *
| Epoch  30, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.880, TAw acc= 72.2% | *
| Epoch  31, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.859, TAw acc= 93.0% | *
| Epoch  32, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.834, TAw acc= 81.7% | *
| Epoch  33, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.837, TAw acc= 92.2% |
| Epoch  34, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.795, TAw acc= 93.0% | *
| Epoch  35, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.779, TAw acc= 82.6% | *
| Epoch  36, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.766, TAw acc= 86.1% | *
| Epoch  37, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.752, TAw acc= 80.0% | *
| Epoch  38, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.746, TAw acc= 80.9% | *
| Epoch  39, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.697, TAw acc= 86.1% | *
| Epoch  40, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.674, TAw acc= 94.8% | *
| Epoch  41, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.660, TAw acc= 92.2% | *
| Epoch  42, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.654, TAw acc= 89.6% | *
| Epoch  43, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.646, TAw acc= 84.3% | *
| Epoch  44, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.602, TAw acc= 95.7% | *
| Epoch  45, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.584, TAw acc= 90.4% | *
| Epoch  46, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.571, TAw acc= 95.7% | *
| Epoch  47, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.556, TAw acc= 89.6% | *
| Epoch  48, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.552, TAw acc= 93.0% | *
| Epoch  49, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.527, TAw acc= 90.4% | *
| Epoch  50, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.538, TAw acc= 87.8% |
| Epoch  51, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.506, TAw acc= 96.5% | *
| Epoch  52, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.507, TAw acc= 97.4% |
| Epoch  53, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.507, TAw acc= 89.6% |
| Epoch  54, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.471, TAw acc= 91.3% | *
| Epoch  55, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.474, TAw acc= 94.8% |
| Epoch  56, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.473, TAw acc= 86.1% |
| Epoch  57, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.444, TAw acc= 97.4% | *
| Epoch  58, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.445, TAw acc= 94.8% |
| Epoch  59, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.412, TAw acc= 97.4% | *
| Epoch  60, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.404, TAw acc=100.0% | *
| Epoch  61, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.421, TAw acc= 88.7% |
| Epoch  62, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.399, TAw acc= 92.2% | *
| Epoch  63, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.380, TAw acc= 93.9% | *
| Epoch  64, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.372, TAw acc= 97.4% | *
| Epoch  65, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.371, TAw acc= 95.7% | *
| Epoch  66, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.373, TAw acc= 92.2% |
| Epoch  67, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.341, TAw acc= 98.3% | *
| Epoch  68, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.342, TAw acc= 99.1% |
| Epoch  69, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.320, TAw acc= 99.1% | *
| Epoch  70, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.333, TAw acc= 97.4% |
| Epoch  71, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.313, TAw acc= 99.1% | *
| Epoch  72, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.323, TAw acc= 93.0% |
| Epoch  73, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.297, TAw acc= 99.1% | *
| Epoch  74, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.292, TAw acc= 99.1% | *
| Epoch  75, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.286, TAw acc= 99.1% | *
| Epoch  76, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.307, TAw acc= 95.7% |
| Epoch  77, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.301, TAw acc= 95.7% |
| Epoch  78, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.287, TAw acc= 96.5% |
| Epoch  79, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.265, TAw acc=100.0% | *
| Epoch  80, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.259, TAw acc= 99.1% | *
| Epoch  81, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.253, TAw acc= 99.1% | *
| Epoch  82, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.276, TAw acc= 93.0% |
| Epoch  83, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.259, TAw acc= 98.3% |
| Epoch  84, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.239, TAw acc=100.0% | *
| Epoch  85, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.229, TAw acc= 99.1% | *
| Epoch  86, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.257, TAw acc= 95.7% |
| Epoch  87, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.244, TAw acc= 97.4% |
| Epoch  88, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.240, TAw acc= 99.1% |
| Epoch  89, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.221, TAw acc=100.0% | *
| Epoch  90, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.222, TAw acc= 98.3% |
| Epoch  91, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc=100.0% | *
| Epoch  92, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.201, TAw acc=100.0% | *
| Epoch  93, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.205, TAw acc= 98.3% |
| Epoch  94, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.204, TAw acc= 99.1% |
| Epoch  95, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.193, TAw acc= 99.1% | *
| Epoch  96, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.194, TAw acc=100.0% |
| Epoch  97, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.186, TAw acc=100.0% | *
| Epoch  98, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.181, TAw acc= 99.1% | *
| Epoch  99, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.181, TAw acc=100.0% |
| Epoch 100, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.174, TAw acc=100.0% | *
| Epoch 101, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.174, TAw acc= 99.1% |
| Epoch 102, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.190, TAw acc= 98.3% |
| Epoch 103, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.175, TAw acc= 99.1% |
| Epoch 104, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.169, TAw acc= 98.3% | *
| Epoch 105, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.173, TAw acc= 98.3% |
| Epoch 106, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.169, TAw acc= 97.4% |
| Epoch 107, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.166, TAw acc= 97.4% | *
| Epoch 108, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.156, TAw acc=100.0% | *
| Epoch 109, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.153, TAw acc=100.0% | *
| Epoch 110, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.149, TAw acc=100.0% | *
| Epoch 111, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.153, TAw acc=100.0% |
| Epoch 112, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.155, TAw acc=100.0% |
| Epoch 113, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.143, TAw acc= 99.1% | *
| Epoch 114, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.141, TAw acc= 99.1% | *
| Epoch 115, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.141, TAw acc=100.0% | *
| Epoch 116, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.136, TAw acc= 99.1% | *
| Epoch 117, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.134, TAw acc=100.0% | *
| Epoch 118, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.136, TAw acc=100.0% |
| Epoch 119, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.139, TAw acc=100.0% |
| Epoch 120, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.129, TAw acc= 99.1% | *
| Epoch 121, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.130, TAw acc=100.0% |
| Epoch 122, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.124, TAw acc=100.0% | *
| Epoch 123, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.125, TAw acc=100.0% |
| Epoch 124, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.122, TAw acc=100.0% | *
| Epoch 125, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.125, TAw acc=100.0% |
| Epoch 126, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.120, TAw acc=100.0% | *
| Epoch 127, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.117, TAw acc=100.0% | *
| Epoch 128, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.115, TAw acc= 99.1% | *
| Epoch 129, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.129, TAw acc=100.0% |
| Epoch 130, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.113, TAw acc=100.0% | *
| Epoch 131, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.109, TAw acc=100.0% | *
| Epoch 132, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.107, TAw acc=100.0% | *
| Epoch 133, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.107, TAw acc=100.0% | *
| Epoch 134, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.106, TAw acc=100.0% | *
| Epoch 135, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.105, TAw acc=100.0% | *
| Epoch 136, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.102, TAw acc=100.0% | *
| Epoch 137, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.100, TAw acc= 99.1% | *
| Epoch 138, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.102, TAw acc=100.0% |
| Epoch 139, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.100, TAw acc=100.0% | *
| Epoch 140, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.100, TAw acc=100.0% | *
| Epoch 141, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.098, TAw acc=100.0% | *
| Epoch 142, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.096, TAw acc=100.0% | *
| Epoch 143, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.097, TAw acc=100.0% |
| Epoch 144, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.093, TAw acc=100.0% | *
| Epoch 145, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.091, TAw acc=100.0% | *
| Epoch 146, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.093, TAw acc=100.0% |
| Epoch 147, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.094, TAw acc=100.0% |
| Epoch 148, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.091, TAw acc=100.0% | *
| Epoch 149, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.089, TAw acc=100.0% | *
| Epoch 150, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.093, TAw acc=100.0% |
| Epoch 151, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.089, TAw acc=100.0% |
| Epoch 152, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.090, TAw acc=100.0% |
| Epoch 153, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.086, TAw acc=100.0% | *
| Epoch 154, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.085, TAw acc=100.0% | *
| Epoch 155, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.085, TAw acc=100.0% |
| Epoch 156, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.082, TAw acc=100.0% | *
| Epoch 157, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.097, TAw acc=100.0% |
| Epoch 158, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.083, TAw acc=100.0% |
| Epoch 159, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.080, TAw acc=100.0% | *
| Epoch 160, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.077, TAw acc=100.0% | *
| Epoch 161, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.077, TAw acc=100.0% | *
| Epoch 162, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.079, TAw acc=100.0% |
| Epoch 163, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.079, TAw acc=100.0% |
| Epoch 164, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.076, TAw acc=100.0% | *
| Epoch 165, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.076, TAw acc=100.0% |
| Epoch 166, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.075, TAw acc=100.0% | *
| Epoch 167, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.076, TAw acc=100.0% |
| Epoch 168, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.074, TAw acc=100.0% | *
| Epoch 169, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.072, TAw acc=100.0% | *
| Epoch 170, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.071, TAw acc=100.0% | *
| Epoch 171, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.071, TAw acc=100.0% | *
| Epoch 172, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.071, TAw acc=100.0% | *
| Epoch 173, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.071, TAw acc=100.0% | *
| Epoch 174, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.071, TAw acc=100.0% |
| Epoch 175, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.070, TAw acc=100.0% | *
| Epoch 176, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.068, TAw acc=100.0% | *
| Epoch 177, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.068, TAw acc=100.0% |
| Epoch 178, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.067, TAw acc=100.0% | *
| Epoch 179, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.067, TAw acc=100.0% |
| Epoch 180, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.067, TAw acc=100.0% | *
| Epoch 181, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.068, TAw acc=100.0% |
| Epoch 182, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.066, TAw acc=100.0% | *
| Epoch 183, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.066, TAw acc=100.0% | *
| Epoch 184, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.064, TAw acc=100.0% | *
| Epoch 185, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.064, TAw acc=100.0% | *
| Epoch 186, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.065, TAw acc=100.0% |
| Epoch 187, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.065, TAw acc= 99.1% |
| Epoch 188, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.062, TAw acc=100.0% | *
| Epoch 189, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.063, TAw acc=100.0% |
| Epoch 190, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.063, TAw acc=100.0% |
| Epoch 191, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.064, TAw acc= 99.1% |
| Epoch 192, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.059, TAw acc=100.0% | *
| Epoch 193, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.059, TAw acc=100.0% |
| Epoch 194, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.060, TAw acc=100.0% |
| Epoch 195, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.060, TAw acc=100.0% |
| Epoch 196, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.058, TAw acc=100.0% | *
| Epoch 197, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.058, TAw acc=100.0% |
| Epoch 198, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.057, TAw acc=100.0% | *
| Epoch 199, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.055, TAw acc=100.0% | *
| Epoch 200, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.058, TAw acc=100.0% |
EXEMPLARS_PER_CLASS: 10
| Selected 120 train exemplars, time=  0.0s
120
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=0.068 | TAw acc= 99.3%, forg=  0.0%| TAg acc= 99.3%, forg=  0.0% <<<
Save at k=10/eeil_dsads_2/har_flex_eeil
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=405, out_features=66, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList(
    (0): Linear(in_features=66, out_features=12, bias=True)
  )
)
======

************************************************************************************************************
Task  1
************************************************************************************************************
| Epoch   1, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.754, TAw acc= 46.9% | *
| Epoch   2, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.895, TAw acc= 42.7% | *
| Epoch   3, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.610, TAw acc= 52.1% | *
| Epoch   4, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.543, TAw acc= 58.3% | *
| Epoch   5, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.379, TAw acc= 68.8% | *
| Epoch   6, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.306, TAw acc= 74.0% | *
| Epoch   7, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.199, TAw acc= 69.8% | *
| Epoch   8, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.210, TAw acc= 65.6% |
| Epoch   9, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.114, TAw acc= 74.0% | *
| Epoch  10, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.068, TAw acc= 85.4% | *
| Epoch  11, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.020, TAw acc= 84.4% | *
| Epoch  12, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.005, TAw acc= 74.0% | *
| Epoch  13, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.973, TAw acc= 74.0% | *
| Epoch  14, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.936, TAw acc= 84.4% | *
| Epoch  15, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.899, TAw acc= 86.5% | *
| Epoch  16, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.869, TAw acc= 84.4% | *
| Epoch  17, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.855, TAw acc= 68.8% | *
| Epoch  18, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.816, TAw acc= 83.3% | *
| Epoch  19, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.758, TAw acc= 85.4% | *
| Epoch  20, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.801, TAw acc= 77.1% |
| Epoch  21, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.759, TAw acc= 91.7% |
