	dataset_config: {'path': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'path_test': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'resize': None, 'pad': None, 'crop': None, 'normalize': None, 'class_order': None, 'extend_channel': None, 'flip': False}
CLASS_ORDER: [103, 47, 82, 110, 51, 7, 139, 0, 34, 124, 146, 49, 2, 69, 113, 8, 147, 120, 9, 74, 65, 87, 42, 37, 40, 60, 125, 71, 24, 88, 13, 112, 106, 100, 62, 92, 148, 137, 70, 104, 52, 127, 20, 67, 61, 132, 117, 151, 134, 81, 18, 89, 44, 43, 27, 46, 12, 115, 75, 135, 41, 145, 150, 126, 122, 118, 48, 128, 83, 50, 31, 77, 78, 97, 95, 1, 4, 14, 53, 64, 79, 108, 38, 102, 91, 114, 63, 143, 131, 121, 141, 140, 11, 116, 57, 130, 73, 86, 21, 15, 36, 138, 84, 5, 129, 136, 32, 149, 35, 17, 72, 16, 39, 10, 66, 107, 98, 93, 59, 94, 33, 109, 19, 29, 56, 105, 3, 76, 58, 142, 99, 144, 90, 28, 68, 30, 26, 96, 119, 80, 22, 45, 6, 111, 133, 25, 101, 55, 123, 85, 54, 23]
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=405, out_features=66, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList()
)
======

************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  0.9s | Train: skip eval | Valid: time=  0.2s loss=2.448, TAw acc= 20.9% | *
| Epoch  25, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.320, TAw acc= 70.4% | *
| Epoch  26, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.235, TAw acc= 77.4% | *
| Epoch  27, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.202, TAw acc= 83.5% | *
| Epoch  28, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.156, TAw acc= 80.9% | *
| Epoch  29, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.130, TAw acc= 81.7% | *
| Epoch  30, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.066, TAw acc= 84.3% | *
| Epoch  31, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.024, TAw acc= 77.4% | *
| Epoch  32, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.997, TAw acc= 86.1% | *
| Epoch  33, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.984, TAw acc= 85.2% | *
| Epoch  34, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.958, TAw acc= 86.1% | *
| Epoch  35, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.915, TAw acc= 90.4% | *
| Epoch  36, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.889, TAw acc= 92.2% | *
| Epoch  37, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.885, TAw acc= 79.1% | *
| Epoch  38, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.850, TAw acc= 93.0% | *
| Epoch  39, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.818, TAw acc= 89.6% | *
| Epoch  40, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.792, TAw acc= 90.4% | *
| Epoch  41, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.779, TAw acc= 88.7% | *
| Epoch  42, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.771, TAw acc= 84.3% | *
| Epoch  43, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.761, TAw acc= 80.9% | *
| Epoch  44, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.725, TAw acc= 91.3% | *
| Epoch  45, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.690, TAw acc= 88.7% | *
| Epoch  46, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.669, TAw acc= 87.0% | *
| Epoch  47, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.642, TAw acc= 93.0% | *
| Epoch  48, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.658, TAw acc= 88.7% |
| Epoch  49, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.636, TAw acc= 92.2% | *
| Epoch  50, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.615, TAw acc= 93.0% | *
| Epoch  51, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.597, TAw acc= 89.6% | *
| Epoch  52, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.584, TAw acc= 92.2% | *
| Epoch  53, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.567, TAw acc= 93.9% | *
| Epoch  54, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.570, TAw acc= 94.8% |
| Epoch  55, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.585, TAw acc= 93.9% |
| Epoch  56, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.552, TAw acc= 93.9% | *
| Epoch  57, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.544, TAw acc= 90.4% | *
| Epoch  58, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.559, TAw acc= 92.2% |
| Epoch  59, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.505, TAw acc= 92.2% | *
| Epoch  60, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.516, TAw acc= 91.3% |
| Epoch  61, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.487, TAw acc= 94.8% | *
| Epoch  62, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.480, TAw acc= 95.7% | *
| Epoch  63, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.462, TAw acc= 93.9% | *
| Epoch  64, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.469, TAw acc= 93.0% |
| Epoch  65, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.483, TAw acc= 93.9% |
| Epoch  66, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.440, TAw acc= 94.8% | *
| Epoch  67, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.434, TAw acc= 95.7% | *
| Epoch  68, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.421, TAw acc= 94.8% | *
| Epoch  69, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.414, TAw acc= 94.8% | *
| Epoch  70, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.433, TAw acc= 94.8% |
| Epoch  71, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.420, TAw acc= 92.2% |
| Epoch  72, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.400, TAw acc= 94.8% | *
| Epoch  73, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.389, TAw acc= 94.8% | *
| Epoch  74, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.390, TAw acc= 95.7% |
| Epoch  75, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.388, TAw acc= 93.0% | *
| Epoch  76, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.414, TAw acc= 92.2% |
| Epoch  77, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.382, TAw acc= 93.0% | *
| Epoch  78, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.363, TAw acc= 94.8% | *
| Epoch  79, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.363, TAw acc= 96.5% |
| Epoch  80, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.391, TAw acc= 90.4% |
| Epoch  81, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.347, TAw acc= 95.7% | *
| Epoch  82, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.341, TAw acc= 94.8% | *
| Epoch  83, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.357, TAw acc= 94.8% |
| Epoch  84, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.338, TAw acc= 94.8% | *
| Epoch  85, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.340, TAw acc= 91.3% |
| Epoch  86, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.330, TAw acc= 94.8% | *
| Epoch  87, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.327, TAw acc= 93.9% | *
| Epoch  88, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.328, TAw acc= 93.0% |
| Epoch  89, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.319, TAw acc= 94.8% | *
| Epoch  90, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.323, TAw acc= 91.3% |
| Epoch  91, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.334, TAw acc= 90.4% |
| Epoch  92, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.301, TAw acc= 93.9% | *
| Epoch  93, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.290, TAw acc= 95.7% | *
| Epoch  94, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.324, TAw acc= 92.2% |
| Epoch  95, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.292, TAw acc= 94.8% |
| Epoch  96, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.294, TAw acc= 94.8% |
| Epoch  97, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.296, TAw acc= 96.5% |
| Epoch  98, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.283, TAw acc= 94.8% | *
| Epoch  99, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.285, TAw acc= 95.7% |
| Epoch 100, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.285, TAw acc= 91.3% |
| Epoch 101, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.277, TAw acc= 93.0% | *
| Epoch 102, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.282, TAw acc= 93.9% |
| Epoch 103, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.280, TAw acc= 93.0% |
| Epoch 104, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.262, TAw acc= 95.7% | *
| Epoch 105, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.264, TAw acc= 95.7% |
| Epoch 106, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.253, TAw acc= 95.7% | *
| Epoch 107, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.256, TAw acc= 93.0% |
| Epoch 108, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.278, TAw acc= 93.0% |
| Epoch 109, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.256, TAw acc= 95.7% |
| Epoch 110, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.317, TAw acc= 89.6% |
| Epoch 111, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.270, TAw acc= 94.8% | lr=3.3e-03
| Epoch 112, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.256, TAw acc= 94.8% |
| Epoch 113, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.257, TAw acc= 94.8% |
| Epoch 114, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.263, TAw acc= 94.8% |
| Epoch 115, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.261, TAw acc= 94.8% |
| Epoch 116, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.259, TAw acc= 94.8% | lr=1.1e-03
| Epoch 117, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.254, TAw acc= 94.8% |
| Epoch 118, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.255, TAw acc= 94.8% |
| Epoch 119, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.257, TAw acc= 94.8% |
| Epoch 120, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.257, TAw acc= 94.8% |
| Epoch 121, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.258, TAw acc= 93.0% | lr=3.7e-04
| Epoch 122, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.253, TAw acc= 95.7% |
| Epoch 123, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.254, TAw acc= 94.8% |
| Epoch 124, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.254, TAw acc= 94.8% |
| Epoch 125, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.254, TAw acc= 93.9% |
| Epoch 126, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.255, TAw acc= 93.9% | lr=1.2e-04
| Epoch 127, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.253, TAw acc= 95.7% |
| Epoch 128, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.253, TAw acc= 95.7% |
| Epoch 129, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.253, TAw acc= 95.7% |
| Epoch 130, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.253, TAw acc= 95.7% |
| Epoch 131, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.254, TAw acc= 95.7% | lr=4.1e-05
EXEMPLARS_PER_CLASS: 10
| Selected 120 train exemplars, time=  0.0s
120
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=0.261 | TAw acc= 93.1%, forg=  0.0%| TAg acc= 93.1%, forg=  0.0% <<<
Save at k=10/eeil_dsads_3/har_flex_eeil
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=405, out_features=66, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList(
    (0): Linear(in_features=66, out_features=12, bias=True)
  )
)
======

************************************************************************************************************
Task  1
************************************************************************************************************
| Epoch   1, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.735, TAw acc= 30.2% | *
| Epoch   2, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.084, TAw acc= 44.8% | *
| Epoch   3, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.856, TAw acc= 43.8% | *
| Epoch   4, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.753, TAw acc= 39.6% | *
| Epoch   5, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.612, TAw acc= 46.9% | *
| Epoch   6, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.581, TAw acc= 65.6% | *
| Epoch   7, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.465, TAw acc= 69.8% | *
| Epoch   8, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.383, TAw acc= 68.8% | *
| Epoch   9, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.349, TAw acc= 63.5% | *
| Epoch  10, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.307, TAw acc= 67.7% | *
| Epoch  11, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.252, TAw acc= 69.8% | *
| Epoch  12, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.211, TAw acc= 60.4% | *
| Epoch  13, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.162, TAw acc= 78.1% | *
| Epoch  14, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.095, TAw acc= 83.3% | *
| Epoch  15, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.134, TAw acc= 75.0% |
| Epoch  16, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.050, TAw acc= 89.6% | *
| Epoch  17, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.003, TAw acc= 86.5% | *
| Epoch  18, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.009, TAw acc= 85.4% |
| Epoch  19, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.972, TAw acc= 89.6% | *
| Epoch  20, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.949, TAw acc= 79.2% | *
| Epoch  21, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.906, TAw acc= 86.5% | *
| Epoch  22, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.879, TAw acc= 90.6% | *
| Epoch  23, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.875, TAw acc= 89.6% | *
| Epoch  24, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.849, TAw acc= 87.5% | *
| Epoch  25, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.841, TAw acc= 89.6% | *
| Epoch  26, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.798, TAw acc= 92.7% | *
| Epoch  27, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.773, TAw acc= 86.5% | *
| Epoch  28, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.784, TAw acc= 84.4% |
| Epoch  29, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.719, TAw acc= 91.7% | *
| Epoch  30, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.725, TAw acc= 92.7% |
| Epoch  31, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.705, TAw acc= 92.7% | *
| Epoch  32, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.700, TAw acc= 87.5% | *
| Epoch  33, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.692, TAw acc= 90.6% | *
| Epoch  34, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.665, TAw acc= 92.7% | *
| Epoch  35, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.671, TAw acc= 89.6% |
| Epoch  36, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.626, TAw acc= 90.6% | *
| Epoch  37, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.635, TAw acc= 93.8% |
| Epoch  38, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.610, TAw acc= 92.7% | *
| Epoch  39, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.611, TAw acc= 94.8% |
| Epoch  40, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.593, TAw acc= 93.8% | *
| Epoch  41, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.561, TAw acc= 93.8% | *
| Epoch  42, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.595, TAw acc= 89.6% |
| Epoch  43, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.597, TAw acc= 92.7% |
| Epoch  44, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.567, TAw acc= 93.8% |
| Epoch  45, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.563, TAw acc= 90.6% |
| Epoch  46, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.570, TAw acc= 92.7% | lr=3.3e-03
| Epoch  47, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.567, TAw acc= 93.8% |
| Epoch  48, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.565, TAw acc= 90.6% |
| Epoch  49, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.565, TAw acc= 92.7% |
| Epoch  50, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.561, TAw acc= 93.8% | *
| Epoch  51, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.558, TAw acc= 94.8% | *
| Epoch  52, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.558, TAw acc= 93.8% |
| Epoch  53, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.562, TAw acc= 93.8% |
| Epoch  54, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.556, TAw acc= 93.8% | *
| Epoch  55, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.550, TAw acc= 91.7% | *
| Epoch  56, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.549, TAw acc= 93.8% | *
| Epoch  57, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.545, TAw acc= 93.8% | *
| Epoch  58, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.541, TAw acc= 93.8% | *
| Epoch  59, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.538, TAw acc= 92.7% | *
| Epoch  60, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.542, TAw acc= 92.7% |
| Epoch  61, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.534, TAw acc= 93.8% | *
| Epoch  62, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.528, TAw acc= 92.7% | *
| Epoch  63, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.527, TAw acc= 93.8% | *
| Epoch  64, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.532, TAw acc= 93.8% |
| Epoch  65, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.521, TAw acc= 93.8% | *
| Epoch  66, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.514, TAw acc= 93.8% | *
| Epoch  67, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.510, TAw acc= 94.8% | *
| Epoch  68, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.512, TAw acc= 93.8% |
| Epoch  69, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.513, TAw acc= 93.8% |
| Epoch  70, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.503, TAw acc= 93.8% | *
| Epoch  71, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.506, TAw acc= 93.8% |
| Epoch  72, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.508, TAw acc= 93.8% |
| Epoch  73, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.507, TAw acc= 93.8% |
| Epoch  74, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.499, TAw acc= 93.8% | *
| Epoch  75, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.497, TAw acc= 93.8% | *
| Epoch  76, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.490, TAw acc= 93.8% | *
| Epoch  77, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.490, TAw acc= 93.8% | *
| Epoch  78, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.486, TAw acc= 93.8% | *
| Epoch  79, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.482, TAw acc= 94.8% | *
| Epoch  80, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.480, TAw acc= 94.8% | *
| Epoch  81, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.482, TAw acc= 95.8% |
| Epoch  82, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.476, TAw acc= 93.8% | *
| Epoch  83, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.478, TAw acc= 93.8% |
| Epoch  84, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.478, TAw acc= 94.8% |
| Epoch  85, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.474, TAw acc= 93.8% | *
| Epoch  86, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.471, TAw acc= 93.8% | *
| Epoch  87, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.465, TAw acc= 93.8% | *
| Epoch  88, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.458, TAw acc= 94.8% | *
