	dataset_config: {'path': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'path_test': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'resize': None, 'pad': None, 'crop': None, 'normalize': None, 'class_order': None, 'extend_channel': None, 'flip': False}
CLASS_ORDER: [120, 29, 70, 16, 30, 67, 134, 136, 89, 108, 65, 9, 119, 149, 146, 20, 135, 125, 98, 36, 40, 115, 143, 80, 126, 35, 118, 140, 56, 52, 97, 90, 76, 37, 94, 44, 3, 144, 88, 26, 68, 10, 11, 116, 48, 43, 22, 139, 114, 8, 142, 15, 50, 78, 112, 41, 28, 27, 79, 54, 130, 45, 107, 138, 127, 23, 25, 75, 32, 106, 96, 124, 21, 72, 64, 87, 74, 110, 85, 33, 123, 104, 13, 86, 14, 117, 92, 122, 82, 1, 4, 62, 103, 151, 121, 59, 18, 100, 95, 0, 132, 34, 84, 17, 2, 63, 141, 66, 93, 57, 109, 47, 71, 101, 148, 137, 5, 61, 128, 111, 49, 38, 131, 60, 99, 77, 113, 6, 129, 73, 102, 58, 69, 81, 42, 91, 24, 7, 83, 39, 145, 53, 19, 55, 12, 46, 150, 31, 105, 147, 133, 51]
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=405, out_features=66, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList()
)
======

************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  0.8s | Train: skip eval | Valid: time=  0.3s loss=2.437, TAw acc= 21.7% | *
| Epoch  52, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.572, TAw acc= 91.3% | *
| Epoch  53, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.559, TAw acc= 91.3% | *
| Epoch  54, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.562, TAw acc= 92.2% |
| Epoch  55, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.554, TAw acc= 88.7% | *
| Epoch  56, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.534, TAw acc= 91.3% | *
| Epoch  57, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.531, TAw acc= 92.2% | *
| Epoch  58, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.515, TAw acc= 91.3% | *
| Epoch  59, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.493, TAw acc= 88.7% | *
| Epoch  60, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.541, TAw acc= 75.7% |
| Epoch  61, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.484, TAw acc= 92.2% | *
| Epoch  62, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.485, TAw acc= 91.3% |
| Epoch  63, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.464, TAw acc= 92.2% | *
| Epoch  64, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.456, TAw acc= 92.2% | *
| Epoch  65, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.452, TAw acc= 92.2% | *
| Epoch  66, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.443, TAw acc= 92.2% | *
| Epoch  67, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.436, TAw acc= 93.0% | *
| Epoch  68, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.420, TAw acc= 93.0% | *
| Epoch  69, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.425, TAw acc= 88.7% |
| Epoch  70, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.420, TAw acc= 93.0% | *
| Epoch  71, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.419, TAw acc= 93.0% | *
| Epoch  72, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.411, TAw acc= 92.2% | *
| Epoch  73, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.389, TAw acc= 93.9% | *
| Epoch  74, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.453, TAw acc= 82.6% |
| Epoch  75, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.386, TAw acc= 91.3% | *
| Epoch  76, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.393, TAw acc= 91.3% |
| Epoch  77, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.378, TAw acc= 92.2% | *
| Epoch  78, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.360, TAw acc= 93.0% | *
| Epoch  79, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.407, TAw acc= 84.3% |
| Epoch  80, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.412, TAw acc= 80.9% |
| Epoch  81, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.340, TAw acc= 90.4% | *
| Epoch  82, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.346, TAw acc= 93.9% |
| Epoch  83, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.364, TAw acc= 93.9% |
| Epoch  84, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.341, TAw acc= 93.0% |
| Epoch  85, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.339, TAw acc= 91.3% | *
| Epoch  86, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.331, TAw acc= 93.0% | *
| Epoch  87, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.321, TAw acc= 93.0% | *
| Epoch  88, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.319, TAw acc= 92.2% | *
| Epoch  89, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=0.325, TAw acc= 93.9% |
| Epoch  90, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.345, TAw acc= 88.7% |
| Epoch  91, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.328, TAw acc= 90.4% |
| Epoch  92, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.330, TAw acc= 90.4% |
| Epoch  93, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.298, TAw acc= 94.8% | *
| Epoch  94, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.295, TAw acc= 93.9% | *
| Epoch  95, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.282, TAw acc= 93.0% | *
| Epoch  96, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.296, TAw acc= 95.7% |
| Epoch  97, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.376, TAw acc= 85.2% |
| Epoch  98, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.283, TAw acc= 96.5% |
| Epoch  99, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.288, TAw acc= 96.5% |
| Epoch 100, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.305, TAw acc= 90.4% | lr=3.3e-03
| Epoch 101, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.281, TAw acc= 93.0% | *
| Epoch 102, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.286, TAw acc= 93.9% |
| Epoch 103, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.289, TAw acc= 94.8% |
| Epoch 104, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.289, TAw acc= 95.7% |
| Epoch 105, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.291, TAw acc= 95.7% |
| Epoch 106, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.292, TAw acc= 95.7% | lr=1.1e-03
| Epoch 107, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.281, TAw acc= 93.9% | *
| Epoch 108, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.282, TAw acc= 94.8% |
| Epoch 109, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.284, TAw acc= 94.8% |
| Epoch 110, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.287, TAw acc= 95.7% |
| Epoch 111, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.288, TAw acc= 95.7% |
| Epoch 112, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.288, TAw acc= 94.8% | lr=3.7e-04
| Epoch 113, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.281, TAw acc= 94.8% |
| Epoch 114, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.282, TAw acc= 94.8% |
| Epoch 115, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.282, TAw acc= 94.8% |
| Epoch 116, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.283, TAw acc= 94.8% |
| Epoch 117, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.283, TAw acc= 94.8% | lr=1.2e-04
| Epoch 118, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.281, TAw acc= 93.9% |
| Epoch 119, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.281, TAw acc= 93.9% |
| Epoch 120, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.281, TAw acc= 93.9% |
| Epoch 121, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.281, TAw acc= 94.8% |
| Epoch 122, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.282, TAw acc= 94.8% | lr=4.1e-05
EXEMPLARS_PER_CLASS: 100
Not enough samples to store. Select all samples instead.	Needed: 100
Not enough samples to store. Select all samples instead.	Needed: 40
Not enough samples to store. Select all samples instead.	Needed: 35
| Selected 415 train exemplars, time=  0.0s
415
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=0.277 | TAw acc= 93.1%, forg=  0.0%| TAg acc= 93.1%, forg=  0.0% <<<
Save at k=100/eeil_e5_dsads_3/har_flex_eeil
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=405, out_features=66, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList(
    (0): Linear(in_features=66, out_features=12, bias=True)
  )
)
======

************************************************************************************************************
Task  1
************************************************************************************************************
| Epoch   1, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=3.119, TAw acc= 28.1% | *
| Epoch   2, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.554, TAw acc= 50.0% | *
| Epoch   3, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.215, TAw acc= 53.1% | *
| Epoch   4, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.082, TAw acc= 69.8% | *
| Epoch   5, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.971, TAw acc= 58.3% | *
| Epoch   6, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.884, TAw acc= 66.7% | *
| Epoch   7, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.793, TAw acc= 65.6% | *
| Epoch   8, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.709, TAw acc= 75.0% | *
| Epoch   9, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.634, TAw acc= 80.2% | *
| Epoch  10, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.552, TAw acc= 76.0% | *
| Epoch  11, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.503, TAw acc= 75.0% | *
| Epoch  12, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.453, TAw acc= 74.0% | *
| Epoch  13, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.394, TAw acc= 87.5% | *
| Epoch  14, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.311, TAw acc= 79.2% | *
| Epoch  15, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.274, TAw acc= 79.2% | *
| Epoch  16, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.252, TAw acc= 78.1% | *
| Epoch  17, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.222, TAw acc= 82.3% | *
| Epoch  18, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.156, TAw acc= 82.3% | *
| Epoch  19, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.141, TAw acc= 89.6% | *
| Epoch  20, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.121, TAw acc= 83.3% | *
| Epoch  21, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.068, TAw acc= 83.3% | *
| Epoch  22, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.022, TAw acc= 85.4% | *
| Epoch  23, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.002, TAw acc= 87.5% | *
| Epoch  24, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.956, TAw acc= 86.5% | *
| Epoch  25, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.951, TAw acc= 87.5% | *
| Epoch  26, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.939, TAw acc= 88.5% | *
| Epoch  27, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.926, TAw acc= 83.3% | *
| Epoch  28, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.918, TAw acc= 86.5% | *
| Epoch  29, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.856, TAw acc= 86.5% | *
| Epoch  30, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.844, TAw acc= 87.5% | *
| Epoch  31, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.843, TAw acc= 90.6% | *
| Epoch  32, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.808, TAw acc= 89.6% | *
| Epoch  33, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.809, TAw acc= 89.6% |
| Epoch  34, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.787, TAw acc= 91.7% | *
| Epoch  35, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.772, TAw acc= 90.6% | *
| Epoch  36, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.773, TAw acc= 86.5% |
| Epoch  37, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.750, TAw acc= 91.7% | *
| Epoch  38, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.742, TAw acc= 91.7% | *
| Epoch  39, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.723, TAw acc= 91.7% | *
| Epoch  40, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.715, TAw acc= 91.7% | *
| Epoch  41, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.708, TAw acc= 87.5% | *
| Epoch  42, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.662, TAw acc= 91.7% | *
| Epoch  43, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.675, TAw acc= 92.7% |
| Epoch  44, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.670, TAw acc= 88.5% |
| Epoch  45, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.668, TAw acc= 93.8% |
| Epoch  46, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.653, TAw acc= 92.7% | *
| Epoch  47, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.613, TAw acc= 91.7% | *
| Epoch  48, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.615, TAw acc= 92.7% |
| Epoch  49, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.595, TAw acc= 89.6% | *
| Epoch  50, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.607, TAw acc= 89.6% |
| Epoch  51, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.594, TAw acc= 90.6% | *
| Epoch  52, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.571, TAw acc= 90.6% | *
| Epoch  53, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.578, TAw acc= 86.5% |
| Epoch  54, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.545, TAw acc= 89.6% | *
| Epoch  55, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.525, TAw acc= 91.7% | *
| Epoch  56, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.551, TAw acc= 87.5% |
| Epoch  57, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.560, TAw acc= 93.8% |
| Epoch  58, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.537, TAw acc= 92.7% |
| Epoch  59, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.538, TAw acc= 91.7% |
| Epoch  60, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.537, TAw acc= 93.8% | lr=3.3e-03
| Epoch  61, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.541, TAw acc= 92.7% |
| Epoch  62, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.544, TAw acc= 92.7% |
| Epoch  63, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.546, TAw acc= 92.7% |
| Epoch  64, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.542, TAw acc= 92.7% |
| Epoch  65, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.542, TAw acc= 93.8% | lr=1.1e-03
| Epoch  66, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.533, TAw acc= 92.7% |
| Epoch  67, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.538, TAw acc= 92.7% |
| Epoch  68, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.542, TAw acc= 92.7% |
| Epoch  69, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.544, TAw acc= 92.7% |
| Epoch  70, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.547, TAw acc= 92.7% | lr=3.7e-04
| Epoch  71, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.527, TAw acc= 91.7% |
| Epoch  72, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.530, TAw acc= 91.7% |
| Epoch  73, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.532, TAw acc= 91.7% |
| Epoch  74, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.534, TAw acc= 91.7% |
| Epoch  75, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.536, TAw acc= 91.7% | lr=1.2e-04
| Epoch  76, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.526, TAw acc= 91.7% |
| Epoch  77, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.527, TAw acc= 91.7% |
| Epoch  78, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.527, TAw acc= 91.7% |
| Epoch  79, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.528, TAw acc= 91.7% |
| Epoch  80, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.529, TAw acc= 91.7% | lr=4.1e-05
| Epoch   1, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.525, TAw acc= 91.7% | *
| Epoch   2, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.526, TAw acc= 91.7% |
| Epoch   3, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.527, TAw acc= 91.7% |
| Epoch   4, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.528, TAw acc= 91.7% |
| Epoch   5, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.529, TAw acc= 91.7% |
EXEMPLARS_PER_CLASS: 100
Not enough samples to store. Select all samples instead.	Needed: 100
Not enough samples to store. Select all samples instead.	Needed: 40
Not enough samples to store. Select all samples instead.	Needed: 35
| Selected 755 train exemplars, time=  0.0s
755
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=0.367 | TAw acc= 97.2%, forg= -4.2%| TAg acc= 91.7%, forg=  1.4% <<<
>>> Test on task  1 : loss=0.475 | TAw acc= 94.2%, forg=  0.0%| TAg acc= 94.2%, forg=  0.0% <<<
Save at k=100/eeil_e5_dsads_3/har_flex_eeil
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=405, out_features=66, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList(
    (0): Linear(in_features=66, out_features=12, bias=True)
    (1): Linear(in_features=66, out_features=10, bias=True)
  )
)
======

************************************************************************************************************
Task  2
************************************************************************************************************
| Epoch   1, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=3.345, TAw acc= 20.8% | *
