	dataset_config: {'path': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'path_test': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'resize': None, 'pad': None, 'crop': None, 'normalize': None, 'class_order': None, 'extend_channel': None, 'flip': False}
CLASS_ORDER: [74, 100, 111, 119, 52, 114, 90, 122, 80, 96, 66, 68, 108, 118, 129, 1, 35, 67, 36, 76, 3, 28, 49, 10, 146, 94, 97, 127, 73, 121, 31, 46, 21, 105, 24, 128, 106, 89, 101, 113, 145, 133, 47, 41, 136, 132, 40, 4, 65, 125, 70, 138, 64, 23, 85, 139, 79, 50, 143, 98, 102, 134, 14, 60, 141, 5, 61, 117, 103, 20, 0, 107, 58, 30, 34, 72, 6, 69, 83, 149, 93, 42, 12, 43, 109, 13, 29, 120, 148, 39, 110, 112, 88, 19, 81, 82, 62, 16, 63, 18, 115, 124, 11, 150, 27, 123, 33, 99, 9, 86, 44, 95, 116, 48, 84, 75, 26, 17, 137, 25, 59, 54, 147, 8, 92, 87, 104, 57, 71, 142, 135, 151, 22, 126, 130, 38, 144, 91, 7, 53, 37, 131, 77, 51, 55, 2, 45, 56, 15, 32, 78, 140]
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=405, out_features=66, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList()
)
======

************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=2.478, TAw acc=  8.7% | *
| Epoch  15, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.068, TAw acc= 25.2% | *
| Epoch  16, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=2.021, TAw acc= 39.1% | *
| Epoch  17, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.964, TAw acc= 56.5% | *
| Epoch  18, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.929, TAw acc= 38.3% | *
| Epoch  19, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.879, TAw acc= 43.5% | *
| Epoch  20, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.822, TAw acc= 58.3% | *
| Epoch  21, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.778, TAw acc= 57.4% | *
| Epoch  22, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.736, TAw acc= 56.5% | *
| Epoch  23, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.699, TAw acc= 56.5% | *
| Epoch  24, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=1.674, TAw acc= 47.8% | *
| Epoch  25, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=1.649, TAw acc= 40.0% | *
| Epoch  26, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=1.576, TAw acc= 47.8% | *
| Epoch  27, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.533, TAw acc= 67.0% | *
| Epoch  28, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.474, TAw acc= 89.6% | *
| Epoch  29, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.446, TAw acc= 76.5% | *
| Epoch  30, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.389, TAw acc= 74.8% | *
| Epoch  31, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.337, TAw acc= 83.5% | *
| Epoch  32, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.304, TAw acc= 79.1% | *
| Epoch  33, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=1.289, TAw acc= 80.9% | *
| Epoch  34, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.266, TAw acc= 64.3% | *
| Epoch  35, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=1.232, TAw acc= 66.1% | *
| Epoch  36, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=1.182, TAw acc= 83.5% | *
| Epoch  37, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.146, TAw acc= 85.2% | *
| Epoch  38, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.124, TAw acc= 82.6% | *
| Epoch  39, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.098, TAw acc= 73.9% | *
| Epoch  40, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=1.043, TAw acc= 95.7% | *
| Epoch  41, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=1.037, TAw acc= 80.0% | *
| Epoch  42, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.995, TAw acc= 93.9% | *
| Epoch  43, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.975, TAw acc= 85.2% | *
| Epoch  44, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.957, TAw acc= 84.3% | *
| Epoch  45, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.904, TAw acc= 93.9% | *
| Epoch  46, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.865, TAw acc= 93.0% | *
| Epoch  47, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.848, TAw acc= 88.7% | *
| Epoch  48, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.848, TAw acc= 91.3% | *
| Epoch  49, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.808, TAw acc= 93.9% | *
| Epoch  50, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.776, TAw acc= 92.2% | *
| Epoch  51, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.748, TAw acc= 96.5% | *
| Epoch  52, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.746, TAw acc= 91.3% | *
| Epoch  53, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.728, TAw acc= 93.0% | *
| Epoch  54, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.696, TAw acc= 93.9% | *
| Epoch  55, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.677, TAw acc=100.0% | *
| Epoch  56, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.676, TAw acc= 92.2% | *
| Epoch  57, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.630, TAw acc=100.0% | *
| Epoch  58, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.624, TAw acc=100.0% | *
| Epoch  59, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.594, TAw acc=100.0% | *
| Epoch  60, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.614, TAw acc= 97.4% |
| Epoch  61, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.580, TAw acc= 93.0% | *
| Epoch  62, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.578, TAw acc= 89.6% | *
| Epoch  63, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.545, TAw acc= 93.0% | *
| Epoch  64, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.541, TAw acc= 97.4% | *
| Epoch  65, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.508, TAw acc=100.0% | *
| Epoch  66, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.490, TAw acc=100.0% | *
| Epoch  67, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.471, TAw acc=100.0% | *
| Epoch  68, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.471, TAw acc= 94.8% | *
| Epoch  69, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.449, TAw acc=100.0% | *
| Epoch  70, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.434, TAw acc=100.0% | *
| Epoch  71, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.447, TAw acc=100.0% |
| Epoch  72, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.417, TAw acc=100.0% | *
| Epoch  73, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.397, TAw acc=100.0% | *
| Epoch  74, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.414, TAw acc=100.0% |
| Epoch  75, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.401, TAw acc=100.0% |
| Epoch  76, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.370, TAw acc=100.0% | *
| Epoch  77, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.394, TAw acc= 92.2% |
| Epoch  78, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.388, TAw acc= 93.0% |
| Epoch  79, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.363, TAw acc=100.0% | *
| Epoch  80, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.363, TAw acc=100.0% | *
| Epoch  81, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.326, TAw acc=100.0% | *
| Epoch  82, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.317, TAw acc=100.0% | *
| Epoch  83, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.305, TAw acc=100.0% | *
| Epoch  84, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.309, TAw acc= 95.7% |
| Epoch  85, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.303, TAw acc=100.0% | *
| Epoch  86, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.298, TAw acc= 96.5% | *
| Epoch  87, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.287, TAw acc= 98.3% | *
| Epoch  88, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.287, TAw acc= 95.7% |
| Epoch  89, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.265, TAw acc=100.0% | *
| Epoch  90, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.256, TAw acc=100.0% | *
| Epoch  91, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.252, TAw acc=100.0% | *
| Epoch  92, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.245, TAw acc=100.0% | *
| Epoch  93, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.239, TAw acc=100.0% | *
| Epoch  94, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.234, TAw acc=100.0% | *
| Epoch  95, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.246, TAw acc=100.0% |
| Epoch  96, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.239, TAw acc=100.0% |
| Epoch  97, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.236, TAw acc=100.0% |
| Epoch  98, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.229, TAw acc=100.0% | *
| Epoch  99, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.211, TAw acc=100.0% | *
| Epoch 100, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.205, TAw acc=100.0% | *
| Epoch 101, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.201, TAw acc=100.0% | *
| Epoch 102, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.196, TAw acc=100.0% | *
| Epoch 103, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.198, TAw acc=100.0% |
| Epoch 104, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.191, TAw acc=100.0% | *
| Epoch 105, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.229, TAw acc= 98.3% |
| Epoch 106, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.183, TAw acc=100.0% | *
| Epoch 107, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.176, TAw acc=100.0% | *
| Epoch 108, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.174, TAw acc=100.0% | *
| Epoch 109, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.171, TAw acc=100.0% | *
| Epoch 110, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.174, TAw acc=100.0% |
| Epoch 111, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.167, TAw acc=100.0% | *
| Epoch 112, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.163, TAw acc=100.0% | *
| Epoch 113, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.163, TAw acc=100.0% |
| Epoch 114, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.154, TAw acc=100.0% | *
| Epoch 115, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.153, TAw acc=100.0% | *
| Epoch 116, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.162, TAw acc= 97.4% |
| Epoch 117, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.146, TAw acc=100.0% | *
| Epoch 118, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.143, TAw acc=100.0% | *
| Epoch 119, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.145, TAw acc=100.0% |
| Epoch 120, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.138, TAw acc=100.0% | *
| Epoch 121, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.136, TAw acc=100.0% | *
| Epoch 122, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.147, TAw acc= 97.4% |
| Epoch 123, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.134, TAw acc=100.0% | *
| Epoch 124, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.157, TAw acc= 97.4% |
| Epoch 125, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.127, TAw acc=100.0% | *
| Epoch 126, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.127, TAw acc=100.0% | *
| Epoch 127, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.123, TAw acc=100.0% | *
| Epoch 128, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.131, TAw acc=100.0% |
| Epoch 129, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.120, TAw acc=100.0% | *
| Epoch 130, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.121, TAw acc=100.0% |
| Epoch 131, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.116, TAw acc=100.0% | *
| Epoch 132, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.117, TAw acc=100.0% |
| Epoch 133, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.112, TAw acc=100.0% | *
| Epoch 134, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.112, TAw acc=100.0% | *
| Epoch 135, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.110, TAw acc=100.0% | *
| Epoch 136, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.109, TAw acc=100.0% | *
| Epoch 137, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.107, TAw acc=100.0% | *
| Epoch 138, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.105, TAw acc=100.0% | *
| Epoch 139, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.108, TAw acc=100.0% |
| Epoch 140, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.103, TAw acc=100.0% | *
| Epoch 141, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.099, TAw acc=100.0% | *
| Epoch 142, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.098, TAw acc=100.0% | *
| Epoch 143, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.097, TAw acc=100.0% | *
| Epoch 144, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.095, TAw acc=100.0% | *
| Epoch 145, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.097, TAw acc=100.0% |
| Epoch 146, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.094, TAw acc=100.0% | *
| Epoch 147, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.092, TAw acc=100.0% | *
| Epoch 148, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.090, TAw acc=100.0% | *
| Epoch 149, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.092, TAw acc=100.0% |
| Epoch 150, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.088, TAw acc=100.0% | *
| Epoch 151, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.087, TAw acc=100.0% | *
| Epoch 152, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.086, TAw acc=100.0% | *
| Epoch 153, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.086, TAw acc=100.0% |
| Epoch 154, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.087, TAw acc=100.0% |
| Epoch 155, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.083, TAw acc=100.0% | *
| Epoch 156, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.082, TAw acc=100.0% | *
| Epoch 157, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.087, TAw acc=100.0% |
| Epoch 158, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.080, TAw acc=100.0% | *
| Epoch 159, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.079, TAw acc=100.0% | *
| Epoch 160, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.078, TAw acc=100.0% | *
| Epoch 161, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.077, TAw acc=100.0% | *
| Epoch 162, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.076, TAw acc=100.0% | *
| Epoch 163, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.092, TAw acc= 99.1% |
| Epoch 164, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.074, TAw acc=100.0% | *
| Epoch 165, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.074, TAw acc=100.0% | *
| Epoch 166, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.074, TAw acc=100.0% |
| Epoch 167, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.073, TAw acc=100.0% | *
| Epoch 168, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.074, TAw acc=100.0% |
| Epoch 169, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.070, TAw acc=100.0% | *
| Epoch 170, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.075, TAw acc=100.0% |
| Epoch 171, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.070, TAw acc=100.0% | *
| Epoch 172, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.069, TAw acc=100.0% | *
| Epoch 173, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.068, TAw acc=100.0% | *
| Epoch 174, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.066, TAw acc=100.0% | *
| Epoch 175, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.067, TAw acc=100.0% |
| Epoch 176, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.069, TAw acc=100.0% |
| Epoch 177, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.065, TAw acc=100.0% | *
| Epoch 178, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.064, TAw acc=100.0% | *
| Epoch 179, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.065, TAw acc=100.0% |
| Epoch 180, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.063, TAw acc=100.0% | *
| Epoch 181, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.062, TAw acc=100.0% | *
| Epoch 182, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.081, TAw acc= 99.1% |
| Epoch 183, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.062, TAw acc=100.0% | *
| Epoch 184, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.060, TAw acc=100.0% | *
| Epoch 185, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.059, TAw acc=100.0% | *
| Epoch 186, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.059, TAw acc=100.0% | *
| Epoch 187, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.058, TAw acc=100.0% | *
| Epoch 188, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.061, TAw acc=100.0% |
| Epoch 189, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.057, TAw acc=100.0% | *
| Epoch 190, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.057, TAw acc=100.0% | *
| Epoch 191, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.056, TAw acc=100.0% | *
| Epoch 192, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.055, TAw acc=100.0% | *
| Epoch 193, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.055, TAw acc=100.0% | *
| Epoch 194, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.054, TAw acc=100.0% | *
| Epoch 195, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.055, TAw acc=100.0% |
| Epoch 196, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.054, TAw acc=100.0% | *
| Epoch 197, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.053, TAw acc=100.0% | *
| Epoch 198, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.053, TAw acc=100.0% | *
| Epoch 199, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.052, TAw acc=100.0% | *
| Epoch 200, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=0.051, TAw acc=100.0% | *
EXEMPLARS_PER_CLASS: 100
Not enough samples to store. Select all samples instead.
Not enough samples to store. Select all samples instead.
Not enough samples to store. Select all samples instead.
Not enough samples to store. Select all samples instead.
Not enough samples to store. Select all samples instead.
| Selected 438 train exemplars, time=  0.4s
438
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=0.079 | TAw acc= 99.3%, forg=  0.0%| TAg acc= 99.3%, forg=  0.0% <<<
Save at k=100/icarl_dsads_4/har_flex_icarl
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=405, out_features=66, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList(
    (0): Linear(in_features=66, out_features=12, bias=True)
  )
)
======

************************************************************************************************************
Task  1
************************************************************************************************************
| Epoch   1, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=7.644, TAw acc= 32.3% | *
| Epoch   2, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=6.906, TAw acc= 44.8% | *
| Epoch   3, time=  0.3s | Train: skip eval | Valid: time=  0.1s loss=6.300, TAw acc= 50.0% | *
| Epoch   4, time=  0.3s | Train: skip eval | Valid: time=  0.1s loss=6.023, TAw acc= 56.2% | *
| Epoch   5, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=5.854, TAw acc= 47.9% | *
| Epoch   6, time=  0.3s | Train: skip eval | Valid: time=  0.1s loss=5.671, TAw acc= 81.2% | *
| Epoch   7, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=5.567, TAw acc= 52.1% | *
| Epoch   8, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=5.482, TAw acc= 62.5% | *
| Epoch   9, time=  0.3s | Train: skip eval | Valid: time=  0.1s loss=5.406, TAw acc= 75.0% | *
| Epoch  10, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=5.340, TAw acc= 91.7% | *
| Epoch  11, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=5.308, TAw acc= 71.9% | *
| Epoch  12, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=5.213, TAw acc= 72.9% | *
| Epoch  13, time=  0.3s | Train: skip eval | Valid: time=  0.1s loss=5.112, TAw acc= 92.7% | *
| Epoch  14, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=5.141, TAw acc= 84.4% |
| Epoch  15, time=  0.3s | Train: skip eval | Valid: time=  0.1s loss=5.024, TAw acc= 93.8% | *
| Epoch  16, time=  0.3s | Train: skip eval | Valid: time=  0.1s loss=5.020, TAw acc= 79.2% | *
| Epoch  17, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=4.979, TAw acc= 96.9% | *
| Epoch  18, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=4.956, TAw acc= 92.7% | *
| Epoch  19, time=  0.3s | Train: skip eval | Valid: time=  0.1s loss=4.903, TAw acc= 95.8% | *
