	dataset_config: {'path': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'path_test': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'resize': None, 'pad': None, 'crop': None, 'normalize': None, 'class_order': None, 'extend_channel': None, 'flip': False}
CLASS_ORDER: [13, 49, 137, 128, 82, 121, 136, 123, 24, 59, 78, 2, 132, 56, 34, 120, 147, 0, 29, 150, 76, 48, 146, 37, 112, 113, 115, 109, 116, 145, 85, 134, 1, 103, 26, 21, 18, 107, 75, 99, 124, 88, 25, 35, 106, 11, 90, 92, 27, 65, 77, 50, 67, 33, 71, 74, 9, 141, 98, 12, 38, 130, 5, 139, 117, 20, 60, 55, 62, 135, 4, 52, 39, 31, 8, 14, 17, 86, 102, 94, 89, 36, 42, 122, 15, 70, 73, 61, 68, 51, 7, 10, 140, 69, 104, 118, 91, 133, 97, 143, 100, 30, 96, 58, 144, 127, 41, 125, 72, 108, 47, 81, 129, 95, 87, 40, 64, 110, 83, 105, 119, 79, 44, 53, 45, 131, 80, 46, 57, 138, 54, 149, 84, 28, 16, 19, 63, 142, 6, 151, 22, 43, 148, 114, 32, 93, 23, 3, 111, 66, 126, 101]
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=405, out_features=66, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList()
)
======

************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  0.9s | Train: skip eval | Valid: time=  0.2s loss=2.455, TAw acc=  9.6% | *
| Epoch  39, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.833, TAw acc= 92.2% | *
| Epoch  40, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.821, TAw acc= 85.2% | *
| Epoch  41, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.790, TAw acc= 87.0% | *
| Epoch  42, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=0.782, TAw acc= 87.8% | *
| Epoch  43, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.775, TAw acc= 83.5% | *
| Epoch  44, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=0.727, TAw acc= 93.0% | *
| Epoch  45, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.696, TAw acc= 89.6% | *
| Epoch  46, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.684, TAw acc= 86.1% | *
| Epoch  47, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.656, TAw acc= 90.4% | *
| Epoch  48, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.648, TAw acc= 93.0% | *
| Epoch  49, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.642, TAw acc= 87.0% | *
| Epoch  50, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.614, TAw acc= 90.4% | *
| Epoch  51, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.605, TAw acc= 91.3% | *
| Epoch  52, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.597, TAw acc= 94.8% | *
| Epoch  53, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.578, TAw acc= 89.6% | *
| Epoch  54, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.573, TAw acc= 88.7% | *
| Epoch  55, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.564, TAw acc= 93.9% | *
| Epoch  56, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.543, TAw acc= 93.9% | *
| Epoch  57, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.575, TAw acc= 87.8% |
| Epoch  58, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.527, TAw acc= 93.9% | *
| Epoch  59, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.506, TAw acc= 93.0% | *
| Epoch  60, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.495, TAw acc= 90.4% | *
| Epoch  61, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.490, TAw acc= 93.0% | *
| Epoch  62, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.482, TAw acc= 95.7% | *
| Epoch  63, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.469, TAw acc= 94.8% | *
| Epoch  64, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.462, TAw acc= 93.9% | *
| Epoch  65, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.454, TAw acc= 93.9% | *
| Epoch  66, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.445, TAw acc= 94.8% | *
| Epoch  67, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=0.454, TAw acc= 87.8% |
| Epoch  68, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.436, TAw acc= 93.9% | *
| Epoch  69, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.424, TAw acc= 94.8% | *
| Epoch  70, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.431, TAw acc= 95.7% |
| Epoch  71, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.415, TAw acc= 94.8% | *
| Epoch  72, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=0.401, TAw acc= 93.9% | *
| Epoch  73, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=0.417, TAw acc= 87.8% |
| Epoch  74, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.388, TAw acc= 93.0% | *
| Epoch  75, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.383, TAw acc= 93.9% | *
| Epoch  76, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=0.402, TAw acc= 94.8% |
| Epoch  77, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.387, TAw acc= 95.7% |
| Epoch  78, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.375, TAw acc= 93.9% | *
| Epoch  79, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=0.367, TAw acc= 93.0% | *
| Epoch  80, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.359, TAw acc= 93.9% | *
| Epoch  81, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=0.361, TAw acc= 94.8% |
| Epoch  82, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.351, TAw acc= 95.7% | *
| Epoch  83, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.385, TAw acc= 89.6% |
| Epoch  84, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.350, TAw acc= 95.7% | *
| Epoch  85, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.339, TAw acc= 93.9% | *
| Epoch  86, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.340, TAw acc= 94.8% |
| Epoch  87, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.338, TAw acc= 94.8% | *
| Epoch  88, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.337, TAw acc= 96.5% | *
| Epoch  89, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.330, TAw acc= 96.5% | *
| Epoch  90, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.327, TAw acc= 95.7% | *
| Epoch  91, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.323, TAw acc= 96.5% | *
| Epoch  92, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.319, TAw acc= 95.7% | *
| Epoch  93, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.314, TAw acc= 95.7% | *
| Epoch  94, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.393, TAw acc= 87.0% |
| Epoch  95, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.309, TAw acc= 96.5% | *
| Epoch  96, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.302, TAw acc= 96.5% | *
| Epoch  97, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.304, TAw acc= 95.7% |
| Epoch  98, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.296, TAw acc= 96.5% | *
| Epoch  99, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.295, TAw acc= 96.5% | *
| Epoch 100, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.298, TAw acc= 96.5% |
| Epoch 101, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.290, TAw acc= 97.4% | *
| Epoch 102, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.300, TAw acc= 95.7% |
| Epoch 103, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.294, TAw acc= 97.4% |
| Epoch 104, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.280, TAw acc= 94.8% | *
| Epoch 105, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=0.278, TAw acc= 94.8% | *
| Epoch 106, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.277, TAw acc= 94.8% | *
| Epoch 107, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.273, TAw acc= 95.7% | *
| Epoch 108, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.284, TAw acc= 96.5% |
| Epoch 109, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.269, TAw acc= 96.5% | *
| Epoch 110, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=0.264, TAw acc= 96.5% | *
| Epoch 111, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.275, TAw acc= 96.5% |
| Epoch 112, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.264, TAw acc= 97.4% |
| Epoch 113, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.260, TAw acc= 96.5% | *
| Epoch 114, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.264, TAw acc= 95.7% |
| Epoch 115, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.295, TAw acc= 90.4% |
| Epoch 116, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.260, TAw acc= 95.7% | *
| Epoch 117, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.255, TAw acc= 96.5% | *
| Epoch 118, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.249, TAw acc= 97.4% | *
| Epoch 119, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.251, TAw acc= 97.4% |
| Epoch 120, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.248, TAw acc= 94.8% | *
| Epoch 121, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.247, TAw acc= 96.5% | *
| Epoch 122, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.249, TAw acc= 96.5% |
| Epoch 123, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.252, TAw acc= 97.4% |
| Epoch 124, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=0.241, TAw acc= 96.5% | *
| Epoch 125, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.245, TAw acc= 96.5% |
| Epoch 126, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.249, TAw acc= 94.8% |
| Epoch 127, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.236, TAw acc= 96.5% | *
| Epoch 128, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.237, TAw acc= 97.4% |
| Epoch 129, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.234, TAw acc= 97.4% | *
| Epoch 130, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.218, TAw acc= 95.7% | *
| Epoch 131, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.224, TAw acc= 95.7% |
| Epoch 132, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.230, TAw acc= 96.5% |
| Epoch 133, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.239, TAw acc= 96.5% |
| Epoch 134, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.227, TAw acc= 96.5% |
| Epoch 135, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.225, TAw acc= 97.4% | lr=3.3e-03
| Epoch 136, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.217, TAw acc= 95.7% | *
| Epoch 137, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.222, TAw acc= 93.9% |
| Epoch 138, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=0.224, TAw acc= 96.5% |
| Epoch 139, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.213, TAw acc= 95.7% | *
| Epoch 140, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=0.218, TAw acc= 96.5% |
| Epoch 141, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.222, TAw acc= 95.7% |
| Epoch 142, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.224, TAw acc= 96.5% |
| Epoch 143, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.225, TAw acc= 96.5% |
| Epoch 144, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.226, TAw acc= 96.5% | lr=1.1e-03
| Epoch 145, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.215, TAw acc= 96.5% |
| Epoch 146, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.217, TAw acc= 96.5% |
| Epoch 147, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.219, TAw acc= 96.5% |
| Epoch 148, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.221, TAw acc= 95.7% |
| Epoch 149, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.221, TAw acc= 95.7% | lr=3.7e-04
| Epoch 150, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.214, TAw acc= 95.7% |
| Epoch 151, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.214, TAw acc= 95.7% |
| Epoch 152, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.215, TAw acc= 96.5% |
| Epoch 153, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.215, TAw acc= 96.5% |
| Epoch 154, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.216, TAw acc= 96.5% | lr=1.2e-04
| Epoch 155, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.214, TAw acc= 95.7% |
| Epoch 156, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.214, TAw acc= 95.7% |
| Epoch 157, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.214, TAw acc= 95.7% |
| Epoch 158, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.214, TAw acc= 95.7% |
| Epoch 159, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.214, TAw acc= 96.5% | lr=4.1e-05
EXEMPLARS_PER_CLASS: 10
| Selected 120 train exemplars, time=  0.0s
120
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=0.255 | TAw acc= 93.8%, forg=  0.0%| TAg acc= 93.8%, forg=  0.0% <<<
Save at k=10/eeil_dsads_5/har_flex_eeil
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=405, out_features=66, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList(
    (0): Linear(in_features=66, out_features=12, bias=True)
  )
)
======

************************************************************************************************************
Task  1
************************************************************************************************************
| Epoch   1, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.967, TAw acc= 27.1% | *
| Epoch   2, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.135, TAw acc= 34.4% | *
| Epoch   3, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.833, TAw acc= 44.8% | *
| Epoch   4, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.661, TAw acc= 64.6% | *
| Epoch   5, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.589, TAw acc= 63.5% | *
| Epoch   6, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.450, TAw acc= 64.6% | *
| Epoch   7, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.333, TAw acc= 56.2% | *
| Epoch   8, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.275, TAw acc= 77.1% | *
| Epoch   9, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.224, TAw acc= 69.8% | *
| Epoch  10, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.193, TAw acc= 80.2% | *
| Epoch  11, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.121, TAw acc= 81.2% | *
| Epoch  12, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.079, TAw acc= 77.1% | *
| Epoch  13, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.005, TAw acc= 82.3% | *
| Epoch  14, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.006, TAw acc= 80.2% |
| Epoch  15, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.967, TAw acc= 87.5% | *
| Epoch  16, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.947, TAw acc= 83.3% | *
| Epoch  17, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.889, TAw acc= 89.6% | *
| Epoch  18, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.903, TAw acc= 92.7% |
| Epoch  19, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.843, TAw acc= 88.5% | *
| Epoch  20, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.833, TAw acc= 82.3% | *
| Epoch  21, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.797, TAw acc= 92.7% | *
| Epoch  22, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.748, TAw acc= 93.8% | *
| Epoch  23, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.759, TAw acc= 95.8% |
| Epoch  24, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.738, TAw acc= 94.8% | *
| Epoch  25, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.749, TAw acc= 91.7% |
| Epoch  26, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.707, TAw acc= 92.7% | *
| Epoch  27, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.709, TAw acc= 88.5% |
| Epoch  28, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.655, TAw acc= 94.8% | *
| Epoch  29, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.647, TAw acc= 95.8% | *
| Epoch  30, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.655, TAw acc= 95.8% |
| Epoch  31, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.612, TAw acc= 94.8% | *
| Epoch  32, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.621, TAw acc= 94.8% |
| Epoch  33, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.616, TAw acc= 95.8% |
| Epoch  34, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.585, TAw acc= 94.8% | *
| Epoch  35, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.602, TAw acc= 94.8% |
| Epoch  36, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.592, TAw acc= 96.9% |
| Epoch  37, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.551, TAw acc= 96.9% | *
| Epoch  38, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.521, TAw acc= 95.8% | *
| Epoch  39, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.529, TAw acc= 95.8% |
| Epoch  40, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.549, TAw acc= 93.8% |
| Epoch  41, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.536, TAw acc= 96.9% |
| Epoch  42, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.496, TAw acc= 96.9% | *
| Epoch  43, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.511, TAw acc= 96.9% |
| Epoch  44, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.490, TAw acc= 96.9% | *
| Epoch  45, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.497, TAw acc= 95.8% |
| Epoch  46, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.477, TAw acc= 96.9% | *
| Epoch  47, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.475, TAw acc= 95.8% | *
| Epoch  48, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.461, TAw acc= 96.9% | *
| Epoch  49, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.463, TAw acc= 96.9% |
| Epoch  50, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.457, TAw acc= 96.9% | *
| Epoch  51, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=0.420, TAw acc= 96.9% | *
| Epoch  52, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.421, TAw acc= 95.8% |
| Epoch  53, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=0.419, TAw acc= 96.9% | *
| Epoch  54, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.428, TAw acc= 96.9% |
| Epoch  55, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.448, TAw acc= 95.8% |
| Epoch  56, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.411, TAw acc= 96.9% | *
| Epoch  57, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=0.415, TAw acc= 96.9% |
| Epoch  58, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.424, TAw acc= 94.8% |
| Epoch  59, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.387, TAw acc= 96.9% | *
| Epoch  60, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.376, TAw acc= 96.9% | *
